NucleiChannel1	NucleiChannel2	NucleiChannel3	NucleiChannel4	NucleiChannel5	NucleiChannel6	NucleiChannel7	NucleiChannel8	NucleiChannel9	NucleiChannel10	NucleiChannel11	NucleiChannel12	NucleiChannel13	NucleiChannel14	NucleiChannel15	NucleiChannel16	NucleiChannel17	NucleiChannel18	NucleiChannel19	NucleiChannel20	CytoplasmChannel1	CytoplasmChannel2	CytoplasmChannel3	CytoplasmChannel4	CytoplasmChannel5	CytoplasmChannel6	CytoplasmChannel7	CytoplasmChannel8	CytoplasmChannel9	CytoplasmChannel10	CytoplasmChannel11	CytoplasmChannel12	CytoplasmChannel13	CytoplasmChannel14	CytoplasmChannel15	CytoplasmChannel16	CytoplasmChannel17	CytoplasmChannel18	CytoplasmChannel19	CytoplasmChannel20	NucleusArea	CytoplasmArea	CellPosition_X	CellPosition_Y
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	NaN
9223.83264491672	8530.97161911296	8825.10305798459	9367.39360676331	9788.54319816382	1497.83344804024	357.790496183901	239.674509632344	204.022061938331	7205.23625228519	152.369392712911	30.5635393103775	43.104550179981	49.8941786889316	266.05102982813	356.654481037944	72.5261308125087	155.217223790227	26.970330212392	252.875830968221	1677.54401993355	1835.22591362126	1828.21013289037	2037.29900332226	2084.43521594684	1228.20182724252	187.13122923588	151.080564784053	129.208471760797	2593.41860465116	121.876245847176	24.7981727574751	29.9094684385382	29.8363787375415	126.349667774086	377.891196013289	81.2267441860465	59.9651162790698	23.0913621262458	198.955980066445	294	1204	37.8945578231293	660.642857142857
7661.9946430493	6772.27033860076	7575.23344347212	7106.57487927231	7602.49291138244	951.778892884847	111.676650645686	94.7637453266219	74.221875196968	4059.34269486222	82.1242946736953	10.7658202227424	21.5279862210642	25.9121191984688	141.378894307255	159.511957361807	93.0900897294088	107.636591537326	15.37769315757	17.4771381577635	1312.45984363895	1310.83795309168	1415.2132196162	1371.38166311301	1441.18407960199	1735.87562189055	151.99644633973	122.192608386638	101.651741293532	1220.60554371002	140.521677327647	20.2821606254442	25.3745557924662	19.7882018479033	90.909026297086	417.26012793177	115.847192608387	42.2807391613362	20.3347547974414	166.365316275764	153	1407	68.6797385620915	744.849673202614
6189.62343336324	5477.44279118835	5918.2024780805	6037.09529071558	6277.35924589438	1500.78928611318	253.858746434821	136.425429672491	132.584513148323	7297.60081122351	153.118026592692	17.7995714281426	29.2341364407148	41.7082190591781	203.015399182429	353.057012542349	29.5354984940075	165.165199701903	15.4701071723563	87.6408582906254	775.434289848083	791.436942367977	779.777911743429	840.461297323366	848.193633952255	2157.01687967205	140.208102242585	94.6366047745358	85.0559440559441	1153.42150952496	170.697371593923	19.4810706534844	20.4333252953943	17.9288642392091	70.0783699059561	568.350856040511	58.867374005305	39.9474318784664	19.6332288401254	147.705329153605	122	4147	125.901639344262	831.745901639344
8048.5613584917	7269.71856804179	7769.47788791657	7913.13595624041	8169.55790016402	1846.4059731697	287.816539437024	204.539572075232	203.672523914166	5405.93063750196	177.443522066145	27.8687175010567	39.7864975858091	76.4479303388453	243.852370065718	264.022366102418	95.5896702581377	154.949907311397	20.5660455134378	179.53055733638	2321.86550976139	2512.80694143167	2512.77548806941	2682.0704989154	2726.68112798265	1538.92082429501	213.138828633406	155.527114967462	151.835140997831	2176.29067245119	131.209327548807	25.9067245119306	30.8524945770065	37.5759219088937	141.165943600868	288.565075921909	108.994577006508	54.7516268980477	22.0303687635575	219.886117136659	335	922	133.116417910448	645.217910447761
6841.78071139163	6057.14545374749	6408.9530557018	6571.04401994872	6787.61994564133	1074.70962938526	174.355555764781	152.060758091459	131.714615469811	5918.30176842453	102.717267433269	17.4314341193078	26.1018336571303	31.6721314807866	139.3287999966	200.008382330005	52.4417588086736	44.8708328848717	18.3894052249473	87.9854506550219	1130.72787979967	1139.25598219254	1142.13856427379	1226.4796883695	1237.32109070673	1264.99276572065	128.111296605454	106.106844741235	96.1385642737897	1293.87312186978	147.984418475237	19.7429048414023	22.3372287145242	18.2838063439065	77.3005008347245	334.931552587646	56.5548135781859	29.0100166944908	18.5186421814135	132.069003895381	149	1797	136.335570469799	922.127516778523
14560.8710776126	12723.487260015	12997.040092641	13076.8808851392	13416.532538782	2692.38061178763	475.298852282246	272.347657631701	254.046433891837	6471.13688970551	284.118736544932	47.070127772534	53.0064999362615	53.6055986900029	257.807899505135	674.128395012983	182.516007077976	141.863857246759	26.6835446320181	353.581867713628	1140.03021978022	1251.12774725275	1174.80906593407	1304.8228021978	1287.61881868132	1844.32898351648	240.17032967033	169.711538461538	156.513736263736	1225.44162087912	168.710851648352	30.8585164835165	34.9663461538462	28.8186813186813	127.860576923077	561.971840659341	150.799450549451	38.5494505494505	18.717032967033	253.322115384615	127	1456	137.228346456693	327.566929133858
10244.4250940439	9349.94670285579	9689.68439550876	10093.4133803994	10410.7175012907	1710.12088883001	284.357608495203	217.402297493693	201.820119990185	5308.47186844054	172.186818598667	36.2764748099569	37.597939292676	62.6678222027363	233.818660090647	256.77555028994	215.806577047402	151.351448412831	21.7282950035145	188.863538849638	1385.69878934625	1576.06101694915	1499.65569007264	1676.21404358354	1680.96949152542	2005.90653753027	218.905084745763	163.889104116223	151.802905569007	1461.27263922518	196.786440677966	34.825181598063	30.0014527845036	29.8038740920097	124.41598062954	412.006295399516	101.574818401937	44.1084745762712	23.6934624697337	204.436803874092	461	2065	149.379609544469	612.774403470716
