,Unnamed: 0,Unnamed: 0.1,DNA-1_Nuc,DNA-2_Nuc,DNA-3_Nuc,DNA-4_Nuc,MLC2v_Nuc,EGFR_Nuc,STAT3_Nuc,p-PKM2_Nuc,HCN4_Nuc,LC3_Nuc,B-actin_Nuc,PDGFRa_Nuc,Flt1_Nuc,Mlc2a_Nuc,B-catenin_Nuc,HIF1a_Nuc,DNA-1_Cyto,DNA-2_Cyto,DNA-3_Cyto,DNA-4_Cyto,MLC2v_Cyto,EGFR_Cyto,STAT3_Cyto,p-PKM2_Cyto,HCN4_Cyto,LC3_Cyto,B-actin_Cyto,PDGFRa_Cyto,Flt1_Cyto,Mlc2a_Cyto,B-catenin_Cyto,HIF1a_Cyto,Dose,Drug
666,13175,13175,13.0799805802828,12.505522914635668,11.983019994623433,12.567839245963759,11.618232612127585,10.353571597049783,12.289168434468973,12.41865692793186,12.228608379253304,11.028918784899199,6.901074398303968,11.412816361116116,11.138677447224557,10.881315794022457,9.964276170345563,11.958639343994438,12.487794123896787,12.160645362449412,11.323868959382123,13.08752929827908,11.584994590395295,10.148757485945863,11.548846730625055,12.977580519153099,11.464938930645499,10.894417132419553,5.703935102887652,11.746565583975098,10.878705823760814,11.767522324914385,10.84002735009827,12.937654770811601,3,11
667,13176,13176,12.979689592154575,12.316563947217555,12.332065797916973,12.360837396341452,11.873247183759926,10.868791445783376,12.992630584168179,12.221308304416736,12.139007296356294,11.704411347322084,8.057970953872598,11.839899145407212,11.377549877982473,11.555033494077893,11.156434094305146,12.49500784879756,12.45794208878661,12.503271376338587,12.250744110415368,13.092901957400782,11.786727157784627,10.925978068246419,12.563383746159511,12.655670338710964,11.866715760829642,11.863541066922135,7.24643017467862,12.609223506751013,11.459361931380482,12.031248316062296,11.417825975863972,13.052789601655538,3,11
668,13177,13177,12.98848406581115,12.310625967790651,12.274047392765414,12.519412005764927,11.377862938699643,9.99868376654976,11.455631518333805,12.583990367926068,11.714956982468793,11.155844960212944,5.64343659957727,12.231472390901553,11.706015819181134,11.289101274353664,10.812538080874944,11.827581151270714,9.39280771725941,10.040257872488056,10.022215465646836,10.778056907143831,9.967971722016427,8.242481425987945,9.367807066689915,10.725036372364572,9.243961371473508,9.719759620879142,8.772922675364866,11.359978091640501,12.130042778547963,10.136700140277851,10.230888625822233,10.523086437957383,3,11
669,13178,13178,12.996670247946662,12.426271154956364,12.479846618810791,12.576451672903097,10.939862606339199,10.139889232052733,12.485891192562828,12.008881761812065,11.320824116392254,10.998039275649383,7.366295443126322,11.489115034402936,9.88002168943479,10.879849695225715,9.559362935752688,12.081713882703733,11.093257159844002,11.449736379911132,11.31955682064595,12.06960235667183,9.960734796171538,8.688461437561411,10.76309286873806,11.341765753993721,8.580283533723557,10.145754357606958,5.774772947429807,11.34333048669267,9.493037141193435,11.05922442244641,10.292355458951214,11.902726708285833,3,11
670,13179,13179,12.891471565176834,12.31607916654241,12.381112289898036,12.437686518093553,13.51322162006663,11.2613746388655,12.902669983499546,13.392320399511291,13.043057109306659,12.015665906003521,8.26525890298387,12.049064067455086,11.656815664326475,10.070119370733787,10.977686253779929,10.956014550100189,8.714262688244812,9.494242950235169,9.612331204916575,10.192467435397068,12.664802671320558,9.822050089028076,11.087849743177305,11.2194328757446,11.92954835958033,10.631556690184377,9.336283261385374,9.487394894344085,13.176751152943885,8.658656711076814,9.759134017100704,8.476384900601731,3,11
671,13180,13180,13.220491162829184,12.808027437105535,12.801007052283301,12.876119351839561,11.17939276004783,10.013531798667751,12.240196966438086,12.885684682350517,11.645615647724116,11.508385495885902,7.486099094652751,13.348823110410128,10.282584494297588,10.132448871604158,9.371710818669237,12.01025142276237,10.670933418510804,11.146535368150824,11.029722175205393,11.715666478919575,11.937312399925851,9.587063583497633,10.834062298145687,11.667913758974352,11.525627317407091,10.678651660290084,6.043474529599866,12.87109155934746,9.753653478305454,10.62139977290905,10.148440476124724,11.796565297835288,3,11
672,13181,13181,13.189523940316192,12.815286016832328,12.832548059866,12.901204468317792,11.250318509596903,10.216818225397047,12.463994178546786,13.08247928828206,11.746083316644993,11.627452893340399,7.817973381662612,13.862126889281615,10.789052446103305,10.847788537883652,10.406478493929587,11.761979648826587,10.187377205995842,10.843770701073053,10.843222347579534,11.459798412567654,10.610058098144645,9.276747797998539,11.159461372099507,11.67823631682102,10.455998603782724,10.783473476072936,6.469089389469488,13.729807474773093,10.37531075138016,11.436619167448445,10.607097118406287,11.926206227767219,3,11
673,13182,13182,12.730651519436908,11.884410628632484,11.932914993462436,12.077325859458115,13.557175531903011,10.689584109041457,12.200275820529564,12.663083918684135,12.994678152085536,11.015593369716813,7.137545403251758,11.182817293158793,11.195127146588067,9.615130042762617,10.4617647230064,9.987304286413805,10.46620718661411,10.710074385972243,10.719311602705119,11.314934529943958,13.86902029504972,10.64633654736572,11.280119161131845,11.839040835417695,12.981107014913375,10.375519899585102,8.371202982589113,10.034314622095827,10.942271363372784,9.600207929911267,10.585128840102296,9.481457079572936,3,11
674,13183,13183,12.712805831508133,11.939558275385027,11.905662737225494,12.028936532449698,12.237582288486516,9.953389590005337,12.800318723608365,12.261167201023419,11.956385545310203,10.949664676173002,7.36773872025412,11.028781356923464,10.524030072606902,8.021057994543117,10.3023436298041,8.455694823671871,11.162044543852119,11.324048984486875,11.293610813776224,11.900415366885388,13.404790090671225,10.376435171252806,12.492301658204164,11.97044971399529,12.95350759748458,10.66434690025666,6.606862839338713,10.145061217603825,10.658639833103702,8.658959247042256,9.57864298729492,8.692872922748139,3,11
675,13184,13184,13.030998157128654,12.474856586515491,12.468224869353115,12.593783707380268,11.443457229017033,10.177331331320676,12.317679766741671,12.363412334118193,11.517954822013365,10.979681221062236,6.82395895121634,11.284373657179742,10.328914900601118,10.779327232516254,9.752301442532367,11.317712939338458,10.835500001898586,11.139562277356838,11.11506053896401,11.735611367904134,10.69204474997682,9.540773193730242,10.919950836443086,11.84000563271726,10.290691959173133,10.431522840913576,9.341360248114604,10.238964319225213,13.103806603529662,10.597173756752767,10.760655224095824,10.797716876299686,3,11
