,Unnamed: 0,Unnamed: 0.1,DNA-1_Nuc,DNA-2_Nuc,DNA-3_Nuc,DNA-4_Nuc,MLC2v_Nuc,PCNA_Nuc,Ki67_Nuc,p-STAT5_Nuc,MCM6_Nuc,Oct4a_Nuc,p-Rb_Nuc,p-Aurora_Nuc,a-ACTININ_Nuc,Mlc2a_Nuc,Cox4_Nuc,mTor_Nuc,DNA-1_Cyto,DNA-2_Cyto,DNA-3_Cyto,DNA-4_Cyto,MLC2v_Cyto,PCNA_Cyto,Ki67_Cyto,p-STAT5_Cyto,MCM6_Cyto,Oct4a_Cyto,p-Rb_Cyto,p-Aurora_Cyto,a-ACTININ_Cyto,Mlc2a_Cyto,Cox4_Cyto,mTor_Cyto,Dose,Drug
616,11441,11441,12.76067734681957,11.891152806200411,11.992183437444313,12.081442600063916,8.774571656411688,9.627546029613807,6.323362967021755,8.497208118928787,9.10194277057408,7.442768444215956,7.522319478368393,7.3088456362464225,7.821700877639293,6.914617272498213,7.776448587767978,7.4953719638828655,12.257887216460464,12.314017338291464,12.292126432004167,12.338102507207784,10.290226644875776,10.86725327776633,7.607518696138515,9.575561806386967,9.027785972003254,9.263726327426324,9.361102135342357,10.201930476203882,8.632324524631485,9.301783221859587,10.066411849236331,9.963247995395447,3,11
617,11442,11442,12.929931203923815,12.278803303678027,12.330857818072348,12.34893299974349,11.130195900191069,11.425037156556902,9.86424801369797,13.125798978018071,12.53806780062398,11.902141629219315,11.57206533925978,11.421158379435255,13.062159438339775,9.442053538078543,12.63622693931277,11.516022430664911,12.327388609142293,12.483174192594946,12.402444801957824,12.271883349997404,10.940730095585543,12.479135524485358,10.742753273556977,12.560133910846329,11.997441901355787,12.007970715935793,12.835648092567327,12.6420252956944,12.809854530274027,10.03913289122001,11.692686275319176,10.556033592003297,3,11
618,11443,11443,12.88858958585412,12.098573599461574,12.176218353739214,12.293702073144575,10.316289174725801,11.689817420844426,9.881637661752073,10.95436203544852,11.79942841279205,9.464284931418243,9.17946342095341,9.848557719869596,11.454685053423797,12.057217592458407,12.627415143574293,12.635609276763706,12.668509090822782,12.536622292663806,12.460094617126012,12.418111458275213,10.863044309860113,12.48655543587259,10.025422378837114,11.160706588463167,11.629039185212688,10.456547461719232,11.305879397554907,11.644828333746373,12.305293434612324,11.73425881617802,12.289714398959935,12.12582488953141,3,11
619,11444,11444,12.951576897704587,12.17177892006382,12.295373750759635,12.433942370353202,9.076237117660245,12.603354479721643,12.105201616192653,8.957823585325496,10.977648071829787,7.538147811626867,12.9927868680145,8.147744039193537,9.907671181022472,8.138618551543757,8.965822496695793,8.83763452478489,9.917894291107462,10.90852254311862,10.723634744617517,10.719976779907013,9.590773401912069,11.631032721341365,10.899286380570011,7.2162631818060605,8.838953714948373,8.521418970159367,11.749283757471902,8.413511293837974,10.444405807143868,10.869018121144542,11.005397395213091,10.75750122634708,3,11
620,11445,11445,12.893865963820565,12.254609076601133,12.242533696030385,12.191603194352162,10.328417330249783,10.53108352825556,8.73611960048018,11.86467481335382,11.82064843907142,10.925370823908553,10.667119539251027,10.691496728401203,11.568912368147767,10.597492058349413,11.271880817640984,10.71073647447266,12.345330280500178,12.248282373687088,12.152248330439873,12.152108854266025,10.641698270858665,12.71487944916059,9.893007413808991,11.688100982482936,11.482993650118738,11.373123819479511,12.019929585876644,12.035525250038088,11.93921667500428,10.068122992968787,11.156633663985863,10.576353021851846,3,11
621,11446,11446,12.74591032412026,11.843465257539012,11.959713203160494,12.05378325561902,10.111993641500725,11.09675370113131,8.537460591831216,11.582398266025006,11.825261841244636,10.414518372665633,10.589847491094199,10.306735377708367,11.321985676151295,11.034587926215801,12.375178321031001,11.641320881333039,11.26689760256391,11.530521976727394,11.383257410494759,11.37971052782038,10.283105113547725,11.543234714887106,9.345436682764856,11.187734828037284,10.952136842784581,10.80328772475042,11.418084766152687,11.475134539002273,11.5067833425205,10.286019035093256,11.280515903647563,10.6439570010314,3,11
622,11447,11447,13.000536817748413,12.182153367983437,12.330574920184553,12.478292402216187,9.164435444193787,9.920224586768628,7.300390173762312,10.098309798889561,10.785201369642822,8.332802966101392,8.117743134600483,8.886546546319238,11.107731814321077,11.670806991312931,11.965473658161356,11.98653633917768,11.210120053590089,11.655478579799151,11.501419608722456,11.513724977916008,9.764851264247044,10.669114232135554,9.04876487060776,10.320634491497234,9.757311778854511,9.470860768907784,9.783636898420527,10.622578800216154,11.674255207031194,11.732112442618694,11.981831706163025,11.881246524852061,3,11
623,11448,11448,12.624874018610392,11.631563684897873,11.727461073349204,11.813700009157536,8.581452370537441,10.208473062216758,7.076997867117312,9.036888254167707,9.47851969707603,7.729927010878196,7.936984066814133,7.570284202170932,9.974387437332883,8.329787577184671,8.677864603563625,9.48713724609128,11.649867367006712,11.7830164196821,11.712960404616515,11.819096647097721,9.672410533518192,11.129994519793522,8.057037764486422,9.544846492746746,9.366474764408744,9.18057868563225,9.33924441764482,9.686841258321497,11.246030330094225,9.377402958945199,9.906533957849568,10.059331272633047,3,11
624,11449,11449,13.047486432894466,12.29494710385294,12.414259836438784,12.588961497263643,8.695449896197715,9.861489369832766,7.478895681711303,9.725592683131193,10.457233881528843,7.881220251851432,8.346866351726613,8.380596488612351,10.759411846717224,11.546006170873685,11.727871389101159,11.624492982208519,12.971307290908086,13.051981570044179,12.969097679458818,13.028388243874474,9.807220897841972,11.673671329856242,9.794524825896678,10.850102541761592,10.256088949947175,9.724983957866526,11.286402794201699,11.359650967004779,11.88532526085005,12.163847342000848,12.354879934347872,12.234438293085331,3,11
625,11450,11450,12.819756776831586,11.923023413507106,12.042012139467866,12.11493359675956,7.927083079108944,9.467675308861617,6.736655012999612,8.897057780216652,8.264208264996794,7.9977954303265575,7.25969545826434,8.004751227647482,8.903759994775212,11.038207887742075,11.120145262081435,11.27799753191895,11.568719501839526,11.854224246379404,11.748337095233273,11.738868227479715,8.572438717193885,9.97832374098915,6.532827431609154,7.900063013878193,5.383432175711632,8.969484879367334,7.973530475520581,9.049884799012082,9.270755999118217,11.120071419668246,11.149577669887593,10.918609516943246,3,11
