,Unnamed: 0,DNA-1_Nuc,DNA-2_Nuc,DNA-3_Nuc,DNA-4_Nuc,MLC2v_Nuc,p53_Nuc,c-Jun_Nuc,Bax_Nuc,p-MEK_Nuc,pRb_Nuc,c-Myc_Nuc,B-tubulin_Nuc,CNX43_Nuc,p21_Nuc,p27_Nuc,Bcl2_Nuc,DNA-1_Cyto,DNA-2_Cyto,DNA-3_Cyto,DNA-4_Cyto,MLC2v_Cyto,p53_Cyto,c-Jun_Cyto,Bax_Cyto,p-MEK_Cyto,pRb_Cyto,c-Myc_Cyto,B-tubulin_Cyto,CNX43_Cyto,p21_Cyto,p27_Cyto,Bcl2_Cyto,Dose,Drug
1474,1474,13.123458231443605,13.057075635506745,12.819248932900678,13.284998136281153,11.257317441470754,10.957180445413973,12.263685415351715,11.557560586293164,11.768328070734587,9.055536739165136,12.426116007467918,10.746491607337491,9.26955167657564,10.070614066139736,12.180594102419086,10.399773918993192,12.514345000957675,12.653224308861963,12.685263179167778,13.040295027821346,11.02666581982812,11.402744357575171,12.753202784755088,11.139494764041453,11.898347701586426,11.550014753847007,12.658339785497608,11.881232278083749,10.499470142991976,10.19977902412302,12.222756551411562,10.899958922237882,3.0,4
1475,1475,12.902214272287205,12.767405075890968,12.409205761517027,13.067796834988105,11.62384740493267,11.041628714876465,11.490369811051679,11.240517934806876,11.56421516331354,7.7630742687918515,12.067338612126036,10.877335511148612,9.328632600561418,11.946372011497278,11.760884261632226,10.243677538657401,11.473217080311365,11.626762379766676,11.787264218397072,12.02401163859125,10.764083874323301,10.476955780336636,11.717846907529616,10.439905724717397,11.11070566002066,9.9391289835474,11.907700783728721,12.194569122378391,9.661414258668394,11.730256218007266,11.228803097792127,10.129234841257867,3.0,4
1476,1476,12.67011792089412,12.481262975802881,11.923053952374824,12.836380073567117,10.432142410073226,8.05981867144246,11.427294822894336,8.788428140194371,10.738565397804578,5.512633662288913,11.051011436610828,8.964752346290577,8.46944564617098,5.673544057136903,11.590532686837768,7.9511768941994365,12.194757259857207,12.17714253727097,12.251367478711414,12.46371837885152,11.55682472293365,9.499856941634508,11.867407719370046,8.929688402826427,11.74935627387632,9.056549081355788,11.395633004291293,12.028322257927844,10.331427292111293,6.4963840423632995,12.319387044654727,9.622238465195256,3.0,4
1477,1477,12.912976649086833,12.710175087255484,12.330364281170533,13.024762887260055,11.062070930639935,8.930781138323399,11.889211444480223,9.468201258024141,11.136092116579,6.438075979006936,11.042430728807576,8.381129186363166,8.446553703356436,8.695014339991705,11.632999935697475,8.29901625048544,12.745344995876618,12.725873942042536,12.75082291224579,13.06455035978001,11.325387349721238,9.509252283680533,12.197465257770224,9.38949234879242,11.536830757708945,9.546666925138727,11.467548186413653,11.673409585924695,10.243938315536084,9.854146246433338,12.619926361198432,9.580484460530355,3.0,4
1478,1478,13.132813378836088,12.931067464539574,12.754492613983542,13.222193005079047,11.96523435209182,10.449610171453811,11.923037860524206,10.883390067273805,12.068556229664305,12.446705668804686,12.403663121456773,10.351995145337757,9.569147231411547,6.867433265675508,11.874734448927953,9.804395628649758,12.563193350481296,12.566056473676117,12.641816858679464,12.97732944959309,11.98290973897212,10.480133055097307,12.084269950229276,10.194143492948005,12.164289231873104,13.468874494085993,12.473767564715235,12.292841147318528,11.037366503477765,7.106115253128282,11.98279792947088,9.728710713251527,3.0,4
1479,1479,13.247467511915627,13.21492821452176,13.032899938342284,13.35995411826555,11.16282831986493,10.384346207852273,11.924142512339078,11.180925446879009,11.425655780924664,8.95807623282184,12.087475346013324,10.411441320519595,9.204929991381578,9.690776249425326,12.136828267713966,10.144335408011392,12.832892106237471,13.017539398961393,13.02921012475088,13.317468222818615,11.160042079305368,10.934981025378097,12.412419923086384,10.832260497174252,11.576052786644686,11.097748814160724,12.481422043271694,12.026834260681698,10.658511488697664,10.208974300209992,12.595440707688804,11.415845220474331,3.0,4
1480,1480,12.789079664670467,12.519517106664141,12.084519406516485,12.907428806690142,12.189268576820352,9.565735808293216,11.568056327819354,10.388209366423217,11.738663350150645,10.429533123039407,11.75816447430341,10.866959367060897,9.3691145797985,6.990916708320528,11.019745219024706,8.626761136715228,11.99064536843175,11.793024826401325,11.989647461396036,12.20555581784142,12.179868927293962,9.734674489137165,11.690322865969634,9.781721714987162,11.851833501287407,11.610244380206055,11.742880414028173,12.442186434793994,10.682992221734233,7.213897850974373,11.223770031825678,8.936493933713981,3.0,4
1481,1481,12.870880207617345,12.754992823038268,12.362930952451155,13.014274349249664,11.931380551718776,10.538467386588064,11.656940464713745,11.010931330589145,11.85531048985376,11.681641144575925,12.495761881294912,11.246050502471173,9.364781440682508,7.766731661935357,12.627974030839429,9.804290419857153,12.286716553644927,12.342014674584204,12.40143676283249,12.63398004781131,11.684046596207422,10.628333583462933,12.078106481861635,10.375444960389322,11.833420282184047,12.704004022748268,12.559533172844686,12.468326986082086,10.250258344613195,7.895031996146865,12.702361802211366,10.013303375258763,3.0,4
1482,1482,12.99758437048342,12.96955829947706,10.294674813315783,13.16569259127298,12.57369609268399,11.069562174018438,10.361370052940334,11.40900721969589,11.956110128428268,8.234863252743558,9.941750524994145,11.642267141107734,9.14714419880466,11.138139152826584,10.575979937627087,10.37271114658335,12.576557484176565,12.661586014060774,11.198781684638496,12.993700406025352,12.547100417920664,10.83121283980669,11.331461332604675,10.629720308965652,12.013684714810829,10.35455365212405,10.874050175483527,12.166883060768278,10.549665043936047,12.0859506551405,12.353629174192939,10.024425248569214,3.0,4
1483,1483,13.008716947291159,12.86827674523012,12.445508553892918,13.067277151859535,12.322012822982865,11.530601566865508,12.94518227239048,11.638804552527851,12.648578838386715,8.657685540301536,12.407440811053839,11.272590149336715,9.204895573808422,12.063163778363526,10.497502006013624,10.948362200377636,12.059977299638314,12.160678192406747,12.143392273096838,12.47743683316477,11.313129122681895,10.747486412008572,12.391569366565268,10.698742636004253,11.77465841884548,10.531717017725711,11.996172225250525,12.481635006492468,10.0998908688828,12.141643283033726,10.621486981370245,10.758703614678323,3.0,4
