,Unnamed: 0,DNA-1_Nuc,DNA-2_Nuc,DNA-3_Nuc,DNA-4_Nuc,DNA-5_Nuc,MLC2v_Nuc,pS6-240_Nuc,p-Src_Nuc,c-Jun_Nuc,CleavedCaspase3_Nuc,pan14-3-3_Nuc,pRb_Nuc,Oct4a_Nuc,B-actin_Nuc,B-tubulin_Nuc,pAKT-S473_Nuc,pS6-235_Nuc,p-mTor_Nuc,NFkB_Nuc,mTor_Nuc,DNA-1_Cyto,DNA-2_Cyto,DNA-3_Cyto,DNA-4_Cyto,DNA-5_Cyto,MLC2v_Cyto,pS6-240_Cyto,p-Src_Cyto,c-Jun_Cyto,CleavedCaspase3_Cyto,pan14-3-3_Cyto,pRb_Cyto,Oct4a_Cyto,B-actin_Cyto,B-tubulin_Cyto,pAKT-S473_Cyto,pS6-235_Cyto,p-mTor_Cyto,NFkB_Cyto,mTor_Cyto,Dose,Drug,DNA-1_NC_Ratio,DNA-2_NC_Ratio,DNA-3_NC_Ratio,DNA-4_NC_Ratio,DNA-5_NC_Ratio,MLC2v_NC_Ratio,pS6-240_NC_Ratio,p-Src_NC_Ratio,c-Jun_NC_Ratio,CleavedCaspase3_NC_Ratio,pan14-3-3_NC_Ratio,pRb_NC_Ratio,Oct4a_NC_Ratio,B-actin_NC_Ratio,B-tubulin_NC_Ratio,pAKT-S473_NC_Ratio,pS6-235_NC_Ratio,p-mTor_NC_Ratio,NFkB_NC_Ratio,mTor_NC_Ratio
4230,4230,13.948844975300634,13.538451726699062,13.911758506923054,13.902338601827967,13.883416587599385,12.4107132988538,10.689181365135079,10.057567745727864,9.741844915279994,7.910351910644071,9.154311355428778,5.843161571655831,6.412092207012875,4.313896028563113,10.664132787027368,8.70031379251173,6.617657076594441,8.625628463111855,12.843675682396045,8.984992390404512,9.081542548332079,9.227922205289062,9.344555819694957,9.275364334771893,9.495134329021322,9.928066915159226,8.725981509406893,7.5652103733448115,6.433892588526838,5.455557014850363,7.117895122298468,3.6137969483010983,3.9959844881541904,7.310387066621013,8.773263507368268,6.704332323588544,5.6277969062314055,5.803273473396617,11.07284853417066,6.789792803444374,10.0,2,1.5359554724392595,1.46711810367662,1.4887554609714118,1.4988455547465958,1.4621611560739625,1.2500634217023463,1.2249832702042507,1.3294498433466702,1.5141447857945316,1.4499622841648623,1.286098094751461,1.6169036764511056,1.6046339083700305,0.5901050093859217,1.2155263292925198,1.2977151746939093,1.1758876851556261,1.4863384437513563,1.1599251667500585,1.3233087739947738
4231,4231,13.671987608551145,13.302537629926787,13.670280258300107,13.714688264304154,13.724526262345615,11.900303284474402,10.36014381522491,10.059043820297331,9.686498075206657,7.8576938702583075,9.161720313528852,5.71765208563172,6.352681536283719,5.0881505003135725,10.970836306271144,8.60320135673874,5.825435726343327,8.751344727586597,12.5781907055196,8.90461511752276,8.616631263790655,8.490026890501975,8.764835301264508,8.679768593199928,8.876690640865188,9.717459484836606,9.243237711830957,7.405534535166522,6.103129635402178,5.290617046811769,7.206923072177865,3.1265824190238902,3.6212185903113423,8.270675530658352,10.279192534517431,6.817416328767316,5.37187823877828,6.251394093560452,10.661443048344797,6.5307406414088405,10.0,2,1.586697537586925,1.5668428146922244,1.5596733753032286,1.580075334617651,1.5461309645244008,1.2246311191771848,1.1208349431459887,1.3583143488873275,1.587136215986398,1.4852131236740165,1.2712388104845227,1.828722649638884,1.7542938593324557,0.6152037377663336,1.0672858076576714,1.2619445464165042,1.0844318257794687,1.399902901114703,1.179783135217552,1.3634923826345393
4232,4232,13.304011942633764,12.90416565340375,13.296646786889315,13.400634962071981,13.365032706002223,11.267668327937319,9.695154044798807,9.343142438907027,9.487337431183935,7.182324753642236,9.00128092809369,5.0893565546387896,5.827347598214206,5.1724748783779635,8.91795848216133,8.286299526150726,5.499822358575853,8.330694451746435,11.438573697759454,8.155514515269136,9.783448786260264,9.669552886449976,9.926477133249449,9.91447327919705,10.020566163770633,10.007811429751476,7.900817924413265,7.519289594454382,6.521466053771702,5.109850701358239,7.314538687942281,3.4523033455075094,3.9661782627777984,1.9435761438238195,7.315237595928212,6.8240861561935855,4.166387819889846,5.231342364139072,11.76205807069385,6.7611971127844095,10.0,2,1.359848886960775,1.3345152361167043,1.339513163471786,1.351623488681919,1.333760237452801,1.1258873537965062,1.2271076409495658,1.2425565369629825,1.4547859872239794,1.4055840715136976,1.230601315012789,1.4741915890043618,1.4692601320781022,2.6613183614209026,1.2190934833237979,1.2142724075413418,1.3200457077760135,1.5924582777937584,0.9724976385093367,1.2062234511471766
4233,4233,13.555940520050259,13.126037302527013,13.511168775233786,13.602773536374619,13.583732163871188,11.148774067669118,9.520455497890515,9.276472240165765,9.505305721347877,6.995456950763053,8.979473102270546,5.070803700547933,5.746745790290125,4.8682513996993055,8.737582241438933,8.224017362655621,5.245353942693888,8.710008694634269,11.230518599311402,7.887421922288772,10.106824195764837,10.180321375543224,10.34402735874104,10.386696353699481,10.574183132759542,10.210982427704145,9.044364942536957,7.940084310071566,7.189514494596291,5.751153272195597,8.163388062956669,3.695233442230665,4.271814030063776,2.8656962788603804,7.667391257753424,7.632358147281171,4.484774558513943,8.541604365670247,11.766475579158664,7.5274341692699505,10.0,2,1.3412660849221796,1.2893539229577224,1.3061806882999405,1.3096342738015685,1.2846129098887893,1.0918414703584822,1.052639467599813,1.1683090352578578,1.3221067609630883,1.216357245177787,1.0999689140121929,1.3722553066869008,1.34527059226975,1.6988022895557144,1.139576936627997,1.0775198443203577,1.169591441945739,1.0197157725591761,0.9544505084601056,1.0478234342438275
4234,4234,13.654356049620581,13.277171141200952,13.639096446396904,13.743075916720409,13.740368603811035,11.721300973489322,10.219559955084248,9.884771082023727,9.6767359642141,7.644354163179521,8.913449523467712,5.458360629571626,6.151311116859151,5.1532122737423975,10.472630365359258,8.292978316740205,6.056544236083408,8.750432287524903,12.757954537485276,8.625763780233408,8.223515396351308,8.269485683349957,8.422165599546098,8.459777580048009,8.672110827196759,9.944300939376472,7.877430239886559,7.168214148859504,5.769901642050603,4.821476697709617,6.7616342149308775,3.03548270431348,3.4721893964215327,8.537052532548055,8.319480297029132,6.489765089438619,4.516985973493549,5.533583082708702,11.064989596675256,6.1843077254971295,10.0,2,1.660403780076691,1.605561899446011,1.6194286713065777,1.6245197685968498,1.5844318502848953,1.1786953195549885,1.297321543177692,1.37897262508493,1.6771058788404272,1.5854798524300402,1.3182389404894526,1.7981853831073356,1.77159435000831,0.6036289754684593,1.258808241795946,1.277854930409749,1.3408375123642737,1.5813320513553302,1.1530019460044238,1.3947824337185648
4235,4235,13.824342749638374,13.41982360893016,13.768517882993526,13.85064576610718,13.840458330774903,13.267643229604356,10.98619302127043,10.368978712269874,9.461040893566539,8.00553380504684,9.687650764606213,6.075235985792654,6.4639864116077055,6.120172492095878,10.07233764156603,9.460102933159943,7.293626431160688,9.58555067803231,12.868123772148724,9.096556366323208,9.319731040090298,9.416704693459092,9.53355596655406,9.54169166483073,9.763192849005604,11.819946082199113,8.992442699916502,8.11567566212265,6.6446026011032595,5.704678886759484,8.000363639657305,3.785485293953611,4.162704465422367,2.8004322598973714,8.037169598199629,7.977196068836503,5.478771107323537,6.848318221909884,11.59003193615366,7.139475397432865,10.0,2,1.4833413850861978,1.4251082566337312,1.4442164006061013,1.4515922598042672,1.4176159935409423,1.1224791667692529,1.221713986720476,1.2776482382931842,1.4238685835019904,1.403327683110722,1.2109013041088696,1.6048763933903958,1.5528333719823273,2.1854385052399614,1.2532194970505899,1.1858932451361606,1.3312522622840026,1.399694109915216,1.110275091823364,1.2741211167411612
4236,4236,13.56366849938885,13.260635852928328,13.552171421252876,13.686040409420945,13.66653136536869,11.500601056854991,10.031498547728914,9.519993963270004,9.073582771229527,7.571550023305626,8.907125420997001,5.460793660451912,6.110038628865046,5.633184439871,10.932983869052126,7.889277696949137,5.554844915710504,8.693916799621805,12.789762171474935,8.273474871686696,10.013531540237725,10.088677731316901,10.185359161338898,10.350363813160877,10.50903154687906,10.625153966686332,9.297159962461828,8.152484609953705,7.115942110523903,6.199761841659602,8.094095128488076,4.033061225681512,4.561284800653108,3.958731305369983,9.572718281608458,7.409286397282479,4.649509324344903,6.517836662188379,11.781673236941163,7.5156046283450655,10.0,2,1.354533956864817,1.3144077158659901,1.3305541028630157,1.322276265498864,1.3004558321482378,1.0823938262836943,1.0789852587491284,1.1677414210198753,1.2751063218755576,1.2212646576886594,1.10044733594091,1.3540071312775916,1.3395433295439432,1.4229772129847855,1.1420981530457313,1.0647823925179496,1.19471637289235,1.3338653989378744,1.0855641566575562,1.1008395572703926
4237,4237,13.1041781126076,12.761039479284554,13.072795814112535,13.218607052650613,13.215660358604145,12.652628505286131,8.696722271643324,9.284374779458027,9.27871210782263,7.118561942151632,9.091965808831768,5.201471845202714,5.661169065814666,5.0462628912719865,9.428809218951262,8.923228409987349,5.160157250585855,9.357949259449038,11.559104135410696,7.880107202203139,9.115109151296613,9.145796177220856,9.229175202507351,9.338060951061829,9.486901904346801,12.456169443768351,7.857627359711762,7.574312845366922,6.314643432203415,5.213987740684403,8.171035551406138,3.456268813278095,3.7758456179258255,1.945652771681613,8.439359158276213,8.454602294558079,4.4152441519376815,7.0149221862357125,11.536490872957575,6.535515239658957,10.0,2,1.437632604843086,1.3952901674179083,1.416464150616727,1.4155623016304608,1.3930427964632863,1.015772028664564,1.1067873129532504,1.2257712308697575,1.46939604863563,1.3652816800097096,1.1127066761161195,1.5049384542139772,1.4993115817390066,2.593609180794649,1.117242321616888,1.0554285227267175,1.168713908679605,1.3340061387723847,1.0019601508554155,1.2057361834893905
4238,4238,13.987211393501784,13.65577128783693,13.936919230251512,14.04426613589981,14.015857711230696,13.900116410487756,12.191871159450068,10.787762906265067,10.324833457838901,7.7003891972561265,10.713945185551664,10.859570628100984,6.275876317908139,5.696168642753719,8.768948031079999,10.725508769001376,9.116768956618547,9.776347339922188,13.234762703058927,8.665082955730705,8.115118048932414,8.29477949489798,8.357851661295634,8.382879559047486,8.599363474240159,13.03053934962789,10.965791531616233,8.692332276080467,6.3176094205122,4.961173970147167,9.047696987646267,5.103970180854963,3.5200228027343363,0.7420583828830174,7.8175474039307025,9.408371760521838,7.989333092162548,7.0229244205950145,11.18399932196438,6.7910336269705365,10.0,2,1.7235992513185774,1.6463091389272533,1.6675241192413088,1.675351057709292,1.629871530982023,1.0667337734477351,1.1118094963139542,1.241066558851046,1.6342943620914467,1.5521304521050094,1.1841626880498421,2.1276712526329655,1.7829078587312188,7.67617316123184,1.1217006534134897,1.1399962758706383,1.1411176441700748,1.3920621602095913,1.1833658356065015,1.2759593652014027
4239,4239,13.705111760058687,13.398680294414476,13.678643787526605,13.837434334536871,13.843365454309232,11.724116460286709,10.155106797907358,9.727594446477736,9.154218294882947,7.719138776852041,8.93260893812186,5.4148680977372,6.134392846642138,5.8063887802672625,10.703466504995426,8.14859473309776,5.631096050845506,8.952566159411283,12.707243346145885,8.555608379670394,10.46666739977632,10.555809986640496,10.64658787795287,10.713638666691882,10.900855886194792,10.979045310832298,9.467629926087909,8.676307285518906,7.379934273849575,6.472403071765374,8.16548515067144,4.336605662175625,4.885053697008301,4.375154837508427,9.788770603909336,7.6208986370532035,5.040690709283095,8.852190837575654,12.209943892911832,7.713189735717917,10.0,2,1.309405490457409,1.2693180638313817,1.2847913288587574,1.291571870680752,1.269933810595637,1.067863017991127,1.0726134077046163,1.1211675804421393,1.24042003020548,1.1926233102702324,1.0939471168332648,1.2486420300942518,1.2557472705773849,1.3271276094022533,1.0934433891750193,1.069243290217622,1.1171278651306857,1.0113390372708142,1.0407290531058662,1.1092179335420003
