,Unnamed: 0,DNA-1_Nuc,DNA-2_Nuc,DNA-3_Nuc,DNA-4_Nuc,DNA-5_Nuc,MLC2v_Nuc,pS6-240_Nuc,p-Src_Nuc,c-Jun_Nuc,CleavedCaspase3_Nuc,pan14-3-3_Nuc,pRb_Nuc,Oct4a_Nuc,B-actin_Nuc,B-tubulin_Nuc,pAKT-S473_Nuc,pS6-235_Nuc,p-mTor_Nuc,NFkB_Nuc,mTor_Nuc,DNA-1_Cyto,DNA-2_Cyto,DNA-3_Cyto,DNA-4_Cyto,DNA-5_Cyto,MLC2v_Cyto,pS6-240_Cyto,p-Src_Cyto,c-Jun_Cyto,CleavedCaspase3_Cyto,pan14-3-3_Cyto,pRb_Cyto,Oct4a_Cyto,B-actin_Cyto,B-tubulin_Cyto,pAKT-S473_Cyto,pS6-235_Cyto,p-mTor_Cyto,NFkB_Cyto,mTor_Cyto,Dose,Drug,DNA-1_NC_Ratio,DNA-2_NC_Ratio,DNA-3_NC_Ratio,DNA-4_NC_Ratio,DNA-5_NC_Ratio,MLC2v_NC_Ratio,pS6-240_NC_Ratio,p-Src_NC_Ratio,c-Jun_NC_Ratio,CleavedCaspase3_NC_Ratio,pan14-3-3_NC_Ratio,pRb_NC_Ratio,Oct4a_NC_Ratio,B-actin_NC_Ratio,B-tubulin_NC_Ratio,pAKT-S473_NC_Ratio,pS6-235_NC_Ratio,p-mTor_NC_Ratio,NFkB_NC_Ratio,mTor_NC_Ratio
0,0,13.033947295362491,12.98218636912794,13.115767492482648,13.086255624392965,13.253929137747006,10.952353873552896,10.4177185360324,9.539288892834497,8.779853271865871,7.058563719852204,8.303214494560901,5.680815488683321,5.364037968107151,4.137992520622497,8.910839092277463,7.0103563906210935,6.765741789441845,9.477012418900108,11.372920674433026,7.599173951439981,7.888581189942296,8.000491683205682,8.12841800209009,8.162817761953525,8.290918437278552,10.983573742626195,9.128934257985424,6.923660378995987,5.678991876100667,4.183726081560274,7.058890952009853,2.9487888430757145,3.316874772150481,0.8775008394166118,7.465291282295293,6.890280868989554,5.77645416984667,7.592145104549222,8.993844912089875,6.287333764317928,10.0,2,1.652254946932711,1.6226735659734057,1.6135695148933216,1.6031542055719206,1.598608071954153,0.9971575855177138,1.1411757650592813,1.3777811693036577,1.5460232138761802,1.6871476722538659,1.176277484807547,1.9264911090608932,1.6171964082410624,4.715656481164799,1.1936358214729592,1.0174267963693544,1.1712620909829592,1.2482654491444678,1.2645226580619713,1.2086480909550323
1,1,13.153709132718609,13.171594306168533,13.258039748675227,13.198703182526232,13.358035640547365,10.003319844749287,10.608506034402136,9.605936497363,8.91219222829164,7.293144367042021,7.181147088533675,5.214667448545134,5.458977400562569,4.3846995307718775,9.750105224742184,6.376130889974919,7.491616739221383,9.53958931327667,11.711757506470887,8.027481513613361,8.487694275825277,8.600113959742115,8.64797112563012,8.669162356476441,8.851191312283802,10.59460126635472,10.947237742334403,7.930674046942576,6.507650533482907,5.289958526814347,6.928228960155356,3.509300082238208,3.8049717271774215,2.639735729010613,8.78370095866583,6.990557604504657,7.554938073795923,7.8130887518070855,12.189938395933305,7.338778867355497,10.0,2,1.5497387989318978,1.5315604383646444,1.5330809453540124,1.5224888679891804,1.5091794052636625,0.9441903091262938,0.9690577919375637,1.2112383437403116,1.3694945944680006,1.3786770406750253,1.0365054518020211,1.4859565515466704,1.4346959168109537,1.6610373086154673,1.1100224461902835,0.9121061939130856,0.9916185501514343,1.2209754191094095,0.9607724933522269,1.0938443109822216
2,2,12.6397678610978,12.617395221976926,12.894280082596971,12.815670309364455,12.977628895797965,12.099786752409392,9.367438646717938,9.788774932540674,8.625645865191196,6.99291321197966,8.989845685497576,4.757714143757955,10.544507504233096,8.765256048532942,10.665366834975902,7.368453429269903,4.841083721261164,8.204408244299133,12.052602779132213,8.605312723212514,7.3676023652718525,7.559222013960872,7.814558834771694,7.820597999158737,8.027502635597273,10.163358740627013,10.3314118698222,7.872971094430815,5.926482133106291,4.643895437821299,8.34641102342692,2.8279013612297543,5.327256466213564,8.196919806687484,9.200539032019762,7.226823423084262,8.17892809720488,5.985039917281378,10.068282865487054,7.085847048136977,10.0,2,1.7155876816421285,1.669139390095209,1.6500330159679044,1.6387072076512612,1.6166458592302146,1.1905303218356056,0.9066949188309873,1.243339371519484,1.455441132102118,1.5058291698446191,1.0770911785035084,1.6824187041973038,1.9793504538608744,1.0693353424516583,1.1592110851177566,1.019597822984472,0.5918970877021877,1.370819302409243,1.1970862301105172,1.2144367024511258
3,3,13.251759681956226,13.203185572290726,13.363812161606877,13.301696598247169,13.51560916474098,12.5934249674254,8.732680425468269,9.934065679079636,8.95834356227556,7.275417075894924,8.41919365871875,5.332774031874977,5.583574772142748,4.584469841840439,10.275354900524539,8.529450841297198,5.49551776808031,9.068977699896893,12.18009322463559,8.65923119956145,7.836656149966025,8.001850394788065,8.111558709720429,8.093577301650017,8.211699439331564,12.067396555025358,8.655137034626865,7.863888793743877,5.82844740194284,4.577671817669764,8.098715913576358,2.912953795963952,3.2315622097682866,7.573385117200536,8.869966507066907,8.259214879579444,5.674517527490545,7.167598695658428,10.719586265450992,6.8320160326131125,10.0,2,1.6909966991487406,1.6500165487835796,1.6475023654322378,1.643487929068817,1.645896719015955,1.043590878115378,1.0089592331734523,1.263251037703215,1.5370034152301708,1.5893269254934117,1.0395714269474692,1.830710133220723,1.7278252466453705,0.605339590010849,1.1584434836747044,1.0327193281271687,0.9684555103507814,1.2652741992084702,1.1362465792072387,1.267448899157437
4,4,13.558353596242435,13.588496938085413,12.396929856209097,13.621702440440206,13.814583116449855,10.20691785698328,8.184361079931076,7.709377681949139,9.317353079390617,6.779192940247822,6.163462965909668,4.991487715728469,3.1603130978656444,5.688211492235043,9.81700290025571,5.9570790005202525,5.455021056509029,5.941294063652493,11.914032861747403,6.615598832712242,8.435968113055052,8.768926753926205,7.167665694590664,7.831078920361485,8.839931285426099,9.518214023956183,9.085808158035118,6.21568611638855,5.278538248149988,4.611477812711148,7.934478749925629,3.093592169058411,2.3330224089980787,8.681426841257045,8.973181885508774,7.003335715011666,6.2576575223395015,4.818039028942653,10.585419162693286,6.733869907075055,10.0,2,1.6072077815538746,1.5496191631434588,1.7295630661966956,1.7394413437748146,1.5627477941174934,1.072356413849669,0.9007851516976133,1.2403100056198553,1.765138877729293,1.4700695125457508,0.7767949427008597,1.6134924847730383,1.35460040404106,0.655216198471288,1.0940381043774074,0.850605945928201,0.8717353158166449,1.2331353125124735,1.1255135652763393,0.9824363885856259
5,5,13.06979441232801,13.036943058967333,13.26384531451336,13.087602538509765,13.247145402571617,10.934013006718788,12.676500418624144,10.072486627023265,9.779505980536824,7.583233524104552,8.282523062171009,5.636552737737447,5.761581581828151,5.16167924882308,9.929110647168217,7.069813737368278,10.29351624463143,8.266612811770303,12.749408953755,8.813451899915231,8.061025254394641,8.147361161048904,8.361985140052287,8.279152679394253,8.502298411899767,10.34220260344534,12.188530584784793,8.08028369528685,6.627697013137956,5.377856332549732,7.261661066501279,3.5840641824263897,3.9662540526658203,4.70335723351659,9.216459046467806,6.50044495284659,9.842170681306108,7.02877529901677,12.012311141720094,7.643320152965896,10.0,2,1.6213563411431728,1.6001430157895364,1.5862077117288946,1.5807900935421961,1.55806639108679,1.0572228591882638,1.0400351650631696,1.2465511121717727,1.4755511546697289,1.4100848098538201,1.1405824351096558,1.5726707031015095,1.4526506636547007,1.0974457164428086,1.0773237961680668,1.0875892017626205,1.0458583353144437,1.1761099850391703,1.0613618647851106,1.1530920756335556
6,6,13.379684581556795,13.298575105418372,13.445004839229439,13.384255812135448,13.554968619217465,11.671105424805006,10.81974535837276,9.94001517492839,9.873195490362056,7.718631618059588,8.425706459363273,5.62446501741633,5.818625110027948,4.891581768169727,10.745534130869403,7.720264565105738,7.141279482299511,8.672187170854738,12.072091949727891,8.45311673047116,8.177428882261731,8.308692345123967,8.433048612479856,8.410778291294124,8.660300302741504,10.439745385060457,10.17767489991603,7.924319314553549,6.823356504716555,5.445138546648535,7.412868108076572,3.3837080525129277,3.7488220836730335,4.519581674698423,9.508696026357226,6.7632367665125255,7.444346891794906,6.0746834175817765,12.415741852900677,7.401843537221209,10.0,2,1.636172539583886,1.6005617434159496,1.594323175053505,1.5913219144046753,1.5651845946873812,1.1179492405539562,1.0630861630746358,1.2543683287311354,1.4469704878438259,1.4175271302895276,1.1366324527186957,1.6622193552541549,1.5521209009542953,1.0823085232763554,1.1300744183097005,1.141504405602335,0.9592889189742847,1.4275949172519975,0.9723214361860706,1.1420285619337232
7,7,13.388083614224193,13.30837422776774,13.452148619555444,13.377354413831528,13.53408096381338,11.516044315835336,10.9445609922196,9.649303455750266,9.78059967867004,7.477699781656537,8.388022541395475,5.404982401024561,5.699787167568389,4.845502961239555,10.172541706491895,7.8200958277501025,7.2205159601560185,8.561815106457493,11.724541574586675,8.502916485423986,8.018044346068471,8.27671794098618,8.278128094181241,8.367578886538796,8.545818710402402,9.925543890803302,10.337317858736064,7.113032675946177,5.95283494766276,4.710687900061248,7.55775607376354,3.0597079219216785,3.260673128386655,7.088856872180541,8.673772428122188,7.009005293839188,7.99440808251228,5.93376753774474,10.830100621977987,6.6637159966553545,10.0,2,1.6697442713432784,1.6079289306048326,1.625023008403441,1.5987126736686195,1.5837079421470774,1.1602431506555264,1.0587428133469219,1.3565667269294126,1.6430154312459413,1.5873901944468265,1.1098562138720214,1.7665027312900867,1.7480400344172435,0.6835379876627518,1.1727932443224338,1.1157212043517575,0.9031958195817967,1.442896954084521,1.0825884249674986,1.2760022320416657
8,8,12.8869879830466,12.827213866883199,13.058040700314727,12.976495509295642,13.151105494882437,12.10153624700108,12.899622996842695,10.023610924945617,9.5657876676464,7.406157648916035,8.876585552571576,5.723524273992318,5.582504250376087,5.86517446525284,9.54001132440243,7.9562206578941135,10.721433065110325,9.175235277643917,12.369997318850606,8.453223867945216,8.752867719853244,8.865686820541017,9.028360897269645,8.976116835445833,9.189667311990581,11.551164883835373,12.866661368494361,8.644515174345445,7.092479614368764,5.6586123754104785,8.452558250168272,3.8499374924810894,3.9832232647933727,7.3760453953821505,8.992726432916044,7.635455374068194,10.984152411878819,7.290287931534903,11.777260603899002,8.040644542092556,10.0,2,1.4723160906243733,1.4468381442443548,1.446335702448906,1.4456691849255676,1.43107525532758,1.047646394861517,1.0025617856415374,1.1595341928131435,1.348722617160143,1.3088292955176646,1.0501655581486071,1.4866538184503866,1.401504228928949,0.7951651801010868,1.0608586167464364,1.0420099742728266,0.9760819645506398,1.2585559533191382,1.050328912205218,1.0513117230456859
9,9,12.454287359112177,12.413593815892638,12.637850694428648,12.565444271184733,12.740356457028707,11.805537186597846,13.251379624958382,9.994079323444918,9.725967946553869,7.228536514233532,8.417036198974499,5.506163012637101,5.292924643584038,3.467381014616884,9.635855676202784,7.3157727464470526,11.188046833777944,8.664605667979668,11.991020757240825,8.13401954378501,8.475468660687499,8.511276993197994,8.73007342211959,8.64720813358366,8.870412961363238,11.341641555498676,12.609709162665126,8.552315818337556,6.783785992849796,5.444403268709558,8.577478905784723,3.6772455520236096,3.7498424862205177,7.65311397335341,9.649237777644997,7.605718269200205,10.601459729123176,7.0945974734603094,10.911809463203902,7.929664252870934,10.0,2,1.469451172285018,1.458487818668489,1.447622497928578,1.4531215251294336,1.4362754600627659,1.0409019830885295,1.0508870152368872,1.168581649196816,1.4337079555288408,1.3277004214176906,0.9812948876269436,1.4973607105478794,1.411505860055151,0.45306799646387097,0.9986131441932941,0.9618779564939576,1.0553307864805976,1.2212963033339796,1.098903055233522,1.0257709890857094
