,Unnamed: 0,Unnamed: 0.1,DNA-1_Nuc,DNA-2_Nuc,DNA-3_Nuc,DNA-4_Nuc,MLC2v_Nuc,p53_Nuc,c-Jun_Nuc,Bax_Nuc,p-MEK_Nuc,pRb_Nuc,c-Myc_Nuc,B-tubulin_Nuc,CNX43_Nuc,p21_Nuc,p27_Nuc,Bcl2_Nuc,DNA-1_Cyto,DNA-2_Cyto,DNA-3_Cyto,DNA-4_Cyto,MLC2v_Cyto,p53_Cyto,c-Jun_Cyto,Bax_Cyto,p-MEK_Cyto,pRb_Cyto,c-Myc_Cyto,B-tubulin_Cyto,CNX43_Cyto,p21_Cyto,p27_Cyto,Bcl2_Cyto,Dose,Drug
367,6675,6675,13.057569759153305,12.827600740117559,12.48873495952856,13.050849894374982,11.683842027048073,10.335703639492603,10.716416067342083,10.681090632708733,11.280098147257535,8.024419345659073,11.438351108563293,11.556056400234056,12.201580819295964,8.699379184348558,12.389301062868128,10.161963451269589,11.8908229180425,11.91795334977396,12.158281817962127,12.144637189618885,12.569937229054954,11.269578697594767,11.277046896028907,9.768614447379363,11.679019034950045,9.347650861202847,11.87299415589266,9.734409366313756,12.637529724650488,9.085947076874117,11.752706323679533,10.390244463513072,3,11
368,6676,6676,13.08271948852571,12.891913590650358,12.562175366401851,13.089223035912365,11.155888228081011,10.039958561336237,11.965656507793778,10.366519652889838,10.802585249725704,12.68674691198256,11.10078642226402,11.45402293586649,11.28607704249118,7.2962051373562575,9.809821454581547,10.157473172984341,11.836132096925802,11.866076835893045,12.087149851852734,12.133609128343133,12.613162846445295,11.759696391486695,12.228674077289146,10.327502241151327,12.043807486495847,12.914769159652224,12.356457395370159,11.456509792992842,11.886162098087304,8.15667928291751,9.641141178494081,11.507071516673202,3,11
369,6677,6677,13.614706458367355,13.478217046642197,13.428139853919866,13.63107693505939,10.612988977787333,10.533125584145946,11.450838779716403,11.267665764098435,11.276408238438444,11.597944709094765,11.537006103157545,13.25201497552047,11.503305710022776,10.453618399188695,11.991313877640277,10.769439072478695,11.439052999654741,12.061763139613307,12.15721036571243,11.952923713321312,10.586512449466145,10.711076505699356,11.22602102176416,9.715915492031415,10.786997632964892,11.281346535277471,11.576991367664135,12.482994643860852,10.809044732323224,9.99660419674669,10.589465556418508,10.702576501968526,3,11
370,6678,6678,13.563378808302195,13.453280689638287,13.4048861699436,13.597378667345538,10.591610600744852,10.391913348967526,11.359291222939527,11.079171646338557,11.36723374413832,11.747424568788393,11.428034619042005,12.69402381023227,11.406786816976412,10.62917885413713,11.938193052339294,10.556016916207208,11.676746238321336,12.204546478683136,12.306163595642607,12.127631194405199,10.63647214484836,10.827050900775077,11.208885277099283,9.707127804080391,11.12326450022963,11.224442171976065,11.634108551136393,12.496886083095148,10.728009709625985,9.903739626003553,10.282227540085927,10.545576523884929,3,11
371,6679,6679,13.338166378317952,13.123758771623551,12.94386574459906,13.310470157522886,9.644400989652054,9.322593170289233,10.567042415736696,9.74660906993354,9.90286208099537,7.607499368531369,10.395917718408077,11.729085689525506,10.265265466922825,8.383741028882465,11.390135262701962,9.64827450160609,12.949262748623068,12.918457236030932,13.059206883494243,13.092371229402197,11.43025465039518,11.328303250485625,11.703837519819649,9.927882039291166,11.435435482808984,10.483577911430364,11.525138868334007,12.13584597810662,11.127814369205156,9.523723122017053,11.507794435401975,10.993224147747377,3,11
372,6680,6680,13.139432790657912,12.994896696844279,12.717997144364036,13.164486623165471,12.329204727087314,10.624204559392746,11.290825946678767,10.748913204469213,12.075720667593368,10.362144895373467,11.339932237677779,12.875999492069607,12.520953849759774,11.6727364476425,11.848515709386067,10.22479624694439,11.035363790223752,11.303332349079087,11.569467678799837,11.476658972847993,13.516383112353935,11.334405702111981,11.023157435267356,9.176832065950087,12.845716448943096,10.084815844279717,11.183152841216259,11.474846334827607,12.680500444066038,11.04540270989333,10.459868201821136,9.872929939323553,3,11
373,6681,6681,13.202377354420982,13.049367877987047,12.793524735537927,13.214630061785224,9.941550074198346,9.643881069175436,10.706115338312056,10.32818174437165,10.463518202794482,8.006548547032478,10.764251850917908,11.401526892731813,10.465137581743024,8.502736894883993,11.275967999395766,9.91006881188036,13.126655623949649,13.149871272780675,13.246267268707898,13.292882689302061,11.35921393957213,11.152634369662792,11.708490271610913,10.022310552520736,11.455957117744136,10.126332106735306,11.569663616913722,11.669901293424127,11.19051071172577,9.62732214833979,11.570932285266585,10.6138140922458,3,11
374,6682,6682,12.613352308208963,12.640641859612806,12.074007525617876,12.703820339576733,13.197374197179625,13.381340984165325,13.277164172124829,13.288821818754633,13.696609110449145,11.259230196413665,13.62116578148793,11.962430356896734,13.094363762885596,8.760630394183655,10.876207960652337,13.27170370925559,11.068734228152364,10.779961644161991,11.336757526282824,11.374588252375519,12.679670311923655,12.998353865615394,12.900350945237925,11.435181897795074,12.77955064643552,11.672563571688194,13.113670446247625,12.264924821983199,12.370806855575145,9.429492733222316,10.378621401549948,12.869457469041144,3,11
375,6683,6683,13.106719298774044,12.963491879710446,6.800480019602702,13.175018364469585,9.722508759543397,9.401291220706561,4.800476506000005,9.930373918208993,8.246037933128058,6.906494923541794,5.163040811337849,11.948817899053127,10.043019547663024,10.355679265728153,5.340585480351622,8.688830845516257,12.132884807967296,12.107676890699825,10.054476840895985,12.391090622307214,11.668194354592181,11.75560943935278,8.877755767112266,10.619533922144996,11.379514419266606,10.047084190471542,8.226423696817289,12.482351907478563,11.401638931301164,10.94141627562018,8.342769477249611,11.0071492300954,3,11
376,6684,6684,12.735819055252376,12.552215835251149,11.949868090902966,12.745961095568905,12.288994344688776,9.968509993447602,10.594502215701773,9.775766634917304,11.594865349117839,7.205180528484148,9.941126356524142,11.004426480315185,11.594503223281555,11.742859305764716,10.851219993120447,8.616053979628125,11.115947673841248,10.9475118793296,11.372460967333092,11.374469404283614,13.644991392952988,11.243280584930185,10.661771340503572,8.823524684185491,13.060350132496048,7.358946400159072,9.999269677775432,10.601808042402023,12.788765658546236,11.86247450905374,10.323274902358447,10.704598095790073,3,11
