,Unnamed: 0,DNA-1_Nuc,DNA-2_Nuc,DNA-3_Nuc,DNA-4_Nuc,MLC2v_Nuc,EGFR_Nuc,STAT3_Nuc,p-PKM2_Nuc,HCN4_Nuc,LC3_Nuc,B-actin_Nuc,PDGFRa_Nuc,Flt1_Nuc,Mlc2a_Nuc,B-catenin_Nuc,HIF1a_Nuc,DNA-1_Cyto,DNA-2_Cyto,DNA-3_Cyto,DNA-4_Cyto,MLC2v_Cyto,EGFR_Cyto,STAT3_Cyto,p-PKM2_Cyto,HCN4_Cyto,LC3_Cyto,B-actin_Cyto,PDGFRa_Cyto,Flt1_Cyto,Mlc2a_Cyto,B-catenin_Cyto,HIF1a_Cyto,Dose,Drug,DNA-1_NC_Ratio,DNA-2_NC_Ratio,DNA-3_NC_Ratio,DNA-4_NC_Ratio,MLC2v_NC_Ratio,EGFR_NC_Ratio,STAT3_NC_Ratio,p-PKM2_NC_Ratio,HCN4_NC_Ratio,LC3_NC_Ratio,B-actin_NC_Ratio,PDGFRa_NC_Ratio,Flt1_NC_Ratio,Mlc2a_NC_Ratio,B-catenin_NC_Ratio,HIF1a_NC_Ratio
0,0,13.898250852611682,14.40591376546998,14.442318890868444,14.360168194923945,13.505302963541407,11.246969662983194,11.155901214680519,11.480826201494205,9.838691232928758,8.525553018120048,8.28861330239196,8.30144687157179,12.319134831017976,12.732896949500713,12.61646687705908,11.186142743657355,10.777856301843805,10.464540466182738,10.636746433884325,10.494502024882637,11.589146937593632,9.560117942219367,9.343829690154367,9.290145870183254,8.117454161485139,6.823082251679088,6.547417728308678,6.355865445405134,10.406819987727816,11.084629259378634,11.125068757165263,9.725000713960473,10,2,1.2895190345258232,1.3766408388427762,1.357775987294491,1.3683515578800929,1.165340558391923,1.1764467479333447,1.1939324222096577,1.2358068820363677,1.2120414895116216,1.249516377443933,1.265936228042237,1.3061080261812623,1.1837559259740484,1.1486984951461043,1.1340574294368528,1.150245956033646
1,1,13.362316265575616,13.027000987989487,13.099504535727196,13.32224215817676,12.326835588074756,9.162783977500132,10.721900046281622,12.482137761480251,8.900035837866437,7.887035630605053,6.241301839134956,6.341366697487378,11.499344885313796,11.076443992252152,12.958992100867755,9.813109100929298,11.182832365606046,10.715746236172665,10.75083101571564,10.691077334881928,12.047177410794086,8.840000476187699,10.034963150745535,10.51575951476978,8.38533840735533,7.577385955049646,5.889218448996623,5.392418039861691,11.274977073632849,11.272959067961711,13.130411038860126,9.40406466076777,10,2,1.1948955174069136,1.2156877086184463,1.218464369552293,1.2461084828850777,1.0232135850369481,1.0365139687697884,1.0684543515722877,1.1869934590980917,1.0613806390997447,1.0408649734080198,1.0597843997786023,1.175978318188778,1.0198996246480752,0.9825675694797771,0.986944891710926,1.0434965575968438
2,2,13.320044942813187,13.248972537978757,13.301569347485433,13.388560834882568,13.181122793892984,9.405852632249818,11.219868205831355,12.89628771808638,8.484863376775065,8.349864148519169,6.2497552970999966,6.0694664400671305,10.182236436390614,12.287098471047445,12.678813820099982,10.800548358704116,10.090325468734092,10.049483390232071,10.02816937477152,10.079779941714513,12.876835805737025,8.460041469128349,9.851349858142132,10.605325301822326,7.980257312478706,6.995018252976988,5.254946617993824,4.83625313680347,9.33948270999449,12.018366241507412,12.075085383689757,10.392027573840537,10,2,1.3200808025555482,1.3183734947864618,1.326420491156542,1.3282592390211696,1.0236305714188254,1.1117974618177513,1.1389168354992634,1.2160200042020772,1.0632318037549124,1.193687256636618,1.189308998059044,1.2549935390848368,1.0902355893324012,1.0223601298329488,1.0499978606549403,1.0393109796871531
3,3,13.77446970530746,13.599772340603035,13.723328333694955,13.699777969326053,11.778224213763073,8.728663111864181,11.057465075469748,13.341915098856644,7.529239469722378,7.1586743593209565,6.0791480595965055,6.130589316204873,9.041123348531109,11.75726944276547,13.796546440840233,9.967496291733417,9.72658130743749,9.71322251929065,9.742099686258726,9.822628633065914,10.934684677007676,7.76820211475225,9.800696648378313,10.380438590218937,6.8672932542419565,6.287131121610362,5.0473313447552295,4.912548982192313,8.809417378719314,10.995711625228331,12.532368367684477,9.20609864293319,10,2,1.4161676410163484,1.4001298038414771,1.4086622777071116,1.3947160664517533,1.0771434715926564,1.1236400627743661,1.1282325606210237,1.2852939673886405,1.0963911385423266,1.138623359502539,1.2044281709211453,1.2479446695448493,1.026302076499579,1.0692595298506953,1.1008730382052543,1.0827057886659397
4,4,13.555511450672158,12.891103486643074,13.031547161833643,13.0326150575028,12.484393061377675,9.311077559134286,10.733128024403737,12.396996844868438,8.918805692245874,7.618970556651572,6.291890115155471,5.964641673820203,11.11124460420551,11.250174026024284,12.210499074798,9.40171518774496,10.369209991684617,9.696412602039608,9.751156828606252,9.728327484283245,11.204891512914076,8.038040834736343,9.432257054747089,10.11248251209391,7.512471234603508,6.434005849173998,5.064598290092834,4.831352738212685,9.928482830213976,10.703504446482217,11.737401800307689,8.95531737950035,10,2,1.3072848810606337,1.3294714257447617,1.3364103758032022,1.3396562850662512,1.1141913375054926,1.158376493796414,1.1379172516298146,1.2259103370554547,1.1871999790381347,1.1841721526612694,1.2423275756072139,1.2345696944551328,1.1191281481992594,1.0510738872745304,1.0403068142796226,1.049847234813415
5,5,13.689889672933552,13.536022645630341,13.790302482192144,13.720760208630312,11.963204991482337,8.943725279477375,11.311901558062903,13.223798885369318,7.7335014351044675,7.8356730593040576,6.190266216235749,5.934315814069778,9.541753048016217,11.586779997632934,13.615817890289097,9.932441845446224,10.468491447275428,10.478294278170289,10.549147849235238,10.531628475758824,11.484528651953669,8.551892555589824,10.326905408253069,10.818935321482547,7.715114305343609,7.582769928407731,5.886834966080933,5.576264890344286,10.212068744947503,11.481989013334267,13.1169025121281,9.826289754922927,10,2,1.3077232514238275,1.2918154697974364,1.3072432654540787,1.3028146824787896,1.041680103209742,1.045818246819698,1.0953815408266105,1.222282830281051,1.0023832608349204,1.0333523413322698,1.0515440388431376,1.064209812619462,0.9343604402131614,1.0091265532632867,1.0380360666475712,1.0108028659006432
6,6,13.483567551203636,13.351464475454796,13.652333436995288,13.52375901633259,11.804893131988846,8.537129312908304,11.194342428240269,12.891786053552694,7.413169335266973,7.70247741795854,5.813847229162014,5.485577190672671,9.397996433421069,11.115164768914267,12.620860166286874,9.316539384898164,10.397709370277436,10.549429601278872,10.685394062529573,10.623566951410249,11.625896360469685,8.061500850431441,10.053231132597286,10.77070383381685,7.316105306195719,7.315300459916033,5.307036716746973,4.949841737725349,9.651953241575429,10.919878752002877,12.61286161447866,9.297172616331046,10,2,1.2967824999751711,1.2656100832064174,1.2776630751382272,1.2729960735586412,1.0153963845856897,1.058999989121307,1.1135069193766933,1.1969306976092193,1.0132671722192208,1.0529270069170817,1.095497834189792,1.108232844873443,0.973688557973898,1.0178835334481688,1.0006341583736265,1.0020830815309483
7,7,13.23258174911001,13.14377605139974,13.354337845299227,13.151431448641036,11.579459880706274,8.3446971740207,10.351602987630367,13.406911056769134,7.380195945897545,6.966739648066323,5.744866154069361,5.271891670512363,8.560461178000576,11.518240842205765,12.397716806236945,9.77256002703384,9.54250424100093,9.648093339464022,9.750133109179792,9.652586730848423,11.19012847754138,7.609985856975546,9.068747811790788,10.2888685954213,6.917373222860196,6.506917661933875,4.867969610597647,4.627209220292822,8.83050499199682,11.109201134166886,12.412176823983392,9.487601170486569,10,2,1.3866990692290244,1.3623185005515206,1.3696569775776763,1.3624774182666244,1.0347923979555984,1.0965456875812318,1.1414589094838063,1.3030500810104046,1.066907293871008,1.0706666366507835,1.1801359937750426,1.1393242491375275,0.9694192105388098,1.0368199029884209,0.9988350135555185,1.030034868817389
8,8,13.74085228292975,13.650833554077272,13.8627751762463,13.77272217331616,11.945346203698179,8.645407898121992,11.057379143807024,13.167264645762284,7.428956758036549,7.127589376324979,5.875576562391398,5.530889873704568,9.894546892905506,10.930703228058267,11.903894892898958,9.00683565963223,9.29856268110501,9.520333708368275,9.599713143439633,9.502876170252994,10.770672143705372,7.443061768714894,9.284677725827637,10.019820756843213,6.528296125724252,6.2828088174400225,4.698249914593885,4.342961567262057,9.479652651432056,10.15726184489248,11.235387820646553,8.473551490413673,10,2,1.4777393834050956,1.4338608259160421,1.4440822313237567,1.4493214398004188,1.1090622798948822,1.1615391846485634,1.1909276197113636,1.3141217757582608,1.1379625885479234,1.1344590585885705,1.2505883401690607,1.2735295461505591,1.043766818967863,1.076146642173521,1.0595001332329563,1.062935142345199
9,9,13.81884423663132,13.81703140063828,13.953878016732912,13.856330488762687,12.345722739495109,8.8062409648392,11.095592485578726,13.106297279802243,7.981344440583409,7.4017671075002465,5.958385991729461,5.471472720389973,9.534271364180164,11.378425459098361,13.272758012539407,9.372571521621273,10.289686066722863,10.47302246759292,10.452095552428457,10.479664801008411,12.395946677673564,8.260470130820812,10.293485509301174,10.751015474176636,7.7949285136690705,7.2371158302442415,5.4541746336283286,4.865312031536644,9.857058002377293,11.32825878447615,13.36774897002034,9.573613962133706,10,2,1.3429801596495596,1.319297408498154,1.3350316160753855,1.3222112302131415,0.9959483580008526,1.0660701903614482,1.0779237485254891,1.219075287472413,1.0239150271343018,1.0227509523293685,1.0924450337531109,1.12458824530148,0.9672532475593345,1.0044284541496313,0.9928940199510053,0.9790003606467097
