,Unnamed: 0,DNA-1_Nuc,DNA-2_Nuc,DNA-3_Nuc,DNA-4_Nuc,MLC2v_Nuc,p53_Nuc,c-Jun_Nuc,Bax_Nuc,p-MEK_Nuc,pRb_Nuc,c-Myc_Nuc,B-tubulin_Nuc,CNX43_Nuc,p21_Nuc,p27_Nuc,Bcl2_Nuc,DNA-1_Cyto,DNA-2_Cyto,DNA-3_Cyto,DNA-4_Cyto,MLC2v_Cyto,p53_Cyto,c-Jun_Cyto,Bax_Cyto,p-MEK_Cyto,pRb_Cyto,c-Myc_Cyto,B-tubulin_Cyto,CNX43_Cyto,p21_Cyto,p27_Cyto,Bcl2_Cyto,Dose,Drug,DNA-1_NC_Ratio,DNA-2_NC_Ratio,DNA-3_NC_Ratio,DNA-4_NC_Ratio,MLC2v_NC_Ratio,p53_NC_Ratio,c-Jun_NC_Ratio,Bax_NC_Ratio,p-MEK_NC_Ratio,pRb_NC_Ratio,c-Myc_NC_Ratio,B-tubulin_NC_Ratio,CNX43_NC_Ratio,p21_NC_Ratio,p27_NC_Ratio,Bcl2_NC_Ratio
27,27,13.56760469425828,13.202420742104426,13.381003335172625,13.568636348202656,11.590399203737547,7.992267994606488,8.290363520104837,7.771448384562472,7.216817590187192,5.0879879100661904,5.7051725269623175,10.61407949536954,8.34953809433761,13.063482520832373,10.061476242948766,4.2907298019768305,9.5349161324162,9.501126874096597,9.571717324471226,9.825599447329797,10.520721949400569,6.842947976527219,6.788585196423786,6.564309942380468,6.43170139148033,3.80398419545062,4.45590178489566,9.563101290385973,6.6702498106521375,8.884374605203892,5.9010897966797735,3.3133955701997158,3,2,1.4229390700283144,1.3895636714523678,1.3979730994523323,1.3809474343969992,1.101673369896248,1.1679568545635133,1.22122110575738,1.1838941873217295,1.122069752763531,1.3375418110703974,1.2803631683044177,1.1098993070417587,1.2517579298160186,1.4703885305759878,1.705020019964756,1.2949645495295345
29,29,13.5822783718577,13.244430566863398,13.416713369111026,13.603016059157321,11.560614923276935,8.248819133892107,8.193202951691868,7.770475560043317,7.177422853124492,4.903410113678598,5.593350074966363,10.122071495349603,8.190861791488702,12.949076087712864,10.013049967238274,4.311923064859524,9.983188608853244,10.005300775544587,10.090473477999048,10.2996190417124,10.551994831243665,6.909690574133007,6.817310481234093,6.607596822106114,6.45581316091646,3.9002835930487274,4.5574916808176065,9.56641288995503,6.4995475363554345,9.111954479106648,6.228251879054124,3.120791027035109,3,2,1.360515052256223,1.3237413710976127,1.3296416068447539,1.3207300196314544,1.095585726506122,1.1938044179246228,1.201823354568517,1.1759911764057278,1.1117767311756577,1.257193226261211,1.227286952274354,1.0580843218650984,1.2602203069787312,1.4211085138105752,1.6076822456253876,1.3816763210050766
30,30,13.895058005238631,13.678178416799257,13.796640535887521,13.959612335064492,11.593459735275918,8.860596785725662,8.810651656652023,8.00053763386315,7.633591374643048,5.59045928760208,6.223017344538274,10.067901190657368,8.709039561852066,13.754526515089415,10.949252937392517,4.987535216108777,9.578991653409162,9.635369284676061,9.686690640407596,9.896897573448156,11.150351092621484,7.695054640540706,7.443261103813858,6.902842883089333,7.5758433485627785,4.484972708631854,5.003728246557935,8.67387202949015,8.39534407202984,8.900493764067784,6.442429554710072,4.555306553832296,3,2,1.450576272325426,1.4195800921250434,1.4242883403683249,1.410503870679229,1.0397394341194917,1.151466389730932,1.1837085296037146,1.159020677330345,1.0076226531388384,1.2464868017686235,1.243676122662954,1.1607159013215416,1.0373654119629645,1.5453666818595913,1.699553381905045,1.0948846487428723
32,32,14.151019053400946,13.92540328130383,14.074243949681303,14.185231171790418,11.210466049688055,7.922317189412603,8.19370296003539,7.710853419339593,7.215581322578652,5.134206071051207,5.694036630753794,10.215875996832404,8.604054153707898,11.672113452745267,10.066104302737026,4.8822806077091085,9.646341005907072,10.022027210141113,10.034217030702825,10.185220160239137,10.37990044393459,6.7106166211317815,6.68801434187608,6.501643154723709,6.464824297892916,3.807615947976273,4.32777044890832,9.160491616566844,6.697673434089304,7.589367111803748,6.027448249046331,3.7837433241102794,3,2,1.4669830814331954,1.3894796920141026,1.4026250286013102,1.3927270052704845,1.0800167217633383,1.1805647136010076,1.2251323847695195,1.1859853326058571,1.1161295326974983,1.3484043929850673,1.3156974700888107,1.1152104520631716,1.2846332742823268,1.5379561010550695,1.6700440861237913,1.290330815147759
33,33,13.381021181208625,13.176288530716604,13.360121517141964,13.43977052084114,11.756173281576526,8.428122593315134,8.789267034667164,8.070598829448416,7.682769816857599,5.559058341868907,5.9934786521197525,9.811421175781627,8.304443034694136,13.258592859258693,9.986330257811836,4.984145451745516,8.754193286203499,8.696027377769521,8.78228368636443,8.951951988366922,10.513284757477578,6.572250692993768,6.470467614801499,6.284450757979938,6.508064030162863,3.5561525751744503,4.262302545377771,8.826335685712337,6.818155511740142,8.002626744792147,5.240718695561932,3.484318722450212,3,2,1.5285270434109504,1.5152078021741742,1.521258250617113,1.5013229001123047,1.11822076094866,1.2823799619055594,1.3583665907795137,1.2842170525722465,1.1805000352255812,1.5632226751677554,1.4061598369217936,1.1116075260613416,1.2179896777647217,1.656780115089956,1.9055268633801494,1.4304504980074295
34,34,13.85273109827654,13.681584188681912,13.857725785767885,13.887112558089322,11.297542195059009,8.040706722676882,8.55009856144725,7.673507066916192,7.108461886678636,5.037837969793583,6.095969172717449,11.25729468848376,8.791317400245497,13.370684814293194,10.48208808328196,5.180404497486644,8.923247511283057,9.084609506824313,9.179599281976992,9.273714639234068,10.172216433359397,6.651359554281963,6.621346588242978,6.455467938900696,6.268258014934987,3.684787212539847,4.324633695371752,9.941177860518296,6.937507155923648,8.128208178578923,5.719582137866952,3.795324059941436,3,2,1.5524315649387026,1.5060178622322045,1.5096220826301008,1.497470333984342,1.11062739070407,1.2088816815654622,1.291293009284397,1.1886833207977974,1.1340410477267764,1.3671991567516069,1.4095920260810508,1.1323904316401443,1.2672156154446568,1.6449732241763064,1.8326667631686686,1.3649439193254502
37,37,13.487105371288836,13.302035595974743,13.484763810272277,13.567194971625366,11.525645713710649,8.283660663869153,8.383189586184267,7.885102392944173,7.326138174193133,5.281241314615165,5.917498533649392,10.674832915006276,9.315020615786404,13.647226796669266,9.48978397274295,5.2034335366579745,9.379496078980816,9.547173500490358,9.67516673651998,9.783396029304573,10.519325187584409,6.614218314485787,6.5937367862474545,6.431981223784972,6.601731531278821,3.7005098438080783,4.332413212892267,9.682021325080337,8.029419160610802,9.411706953414113,5.70327522201036,3.684899839627601,3,2,1.43793496555887,1.3932956801603669,1.3937500176997006,1.3867572089473879,1.0956639811186715,1.2524020632532076,1.2713867504794962,1.2259212392887078,1.1097297942944353,1.4271658602535713,1.3658666066385994,1.1025417685617112,1.1601113890631418,1.4500267447998592,1.6639182931448775,1.412096329105064
38,38,13.478679496441519,13.270728390100432,13.463436457925816,13.578273579916806,12.882447438898144,9.10102726396,8.724067963422758,8.422367806398192,7.959207161413723,5.780810503619239,6.343534227430805,11.19917109961509,9.444457785685193,12.700719005536484,10.736607567989942,5.292931036855,8.686572551654985,8.814355665471853,8.918361915576664,9.064464488452328,12.334191039097714,7.094075667107905,6.419250348487201,6.2248859335164655,7.643294203930553,3.397549226943215,4.225015706485505,9.141836354396512,8.638271936395643,7.9652439226170735,6.059531238707591,3.4818195997323085,3,2,1.551668326752596,1.5055812238307291,1.5096310942944353,1.4979675409633788,1.044450130378436,1.2829052988759964,1.359047784369202,1.3530156048402255,1.041332042055991,1.701464825815122,1.501422637954534,1.225046113872861,1.093327213501215,1.5945172714012148,1.771854479337564,1.520162341915111
42,42,13.424400955361,13.134744484997409,13.294773490212874,13.523776960827036,12.449759224734928,8.864738817016152,8.717181495751618,8.30780740162009,7.314795638822704,5.738126024252479,6.232700217798586,11.829943390109287,9.447052442010818,12.624443083001232,11.111713848469202,5.178316382833252,8.548194289122561,8.568852615056999,8.645548856158625,8.904758389637399,11.898639836593025,6.8242142720699634,6.163509245137893,6.103263016849677,7.159937811553518,3.3550266421556887,4.101374419978057,9.673976368485985,8.04435327964821,7.6888845819374,6.167816297345593,3.5918459478168403,3,2,1.5704370421766538,1.5328475205557073,1.5377593385227812,1.518713520241589,1.0463178477297037,1.2990123790950725,1.4143211519684502,1.3612075014109966,1.0216283760201523,1.710307140978645,1.5196613572851836,1.2228625478811999,1.1743706564841407,1.641908257103815,1.8015636836089437,1.4416866586331978
44,44,13.523265236802347,13.279050358570519,13.404280010489495,13.515958631214053,12.549648445646305,8.604297854573103,8.615075699543704,7.928428395840071,8.26062783536689,5.839443024944866,6.144178375277967,10.473891626694517,9.130089191723961,12.04506086988815,10.752175357264578,4.879269541043446,9.797182848701585,9.76913334503257,9.892206092800862,10.153616250583026,11.165799966677985,7.11342864654792,6.941046679179291,6.560702229639728,6.824695589102013,4.145129669480832,4.671105713051049,8.455711823344656,7.166798916505934,8.300052666880577,7.0502132745266834,3.766412501233552,3,2,1.3803218175717296,1.3592864269093716,1.3550344467898394,1.331147277743332,1.1239363487701848,1.20958517785213,1.241178182158883,1.2084725260081572,1.210402387552324,1.4087479742645161,1.3153584510218126,1.2386765118671665,1.2739424250757687,1.4512029445248167,1.525085119923046,1.2954687091351302
