,Unnamed: 0,DNA-1_Nuc,DNA-2_Nuc,DNA-3_Nuc,DNA-4_Nuc,MLC2v_Nuc,p53_Nuc,c-Jun_Nuc,Bax_Nuc,p-MEK_Nuc,pRb_Nuc,c-Myc_Nuc,B-tubulin_Nuc,CNX43_Nuc,p21_Nuc,p27_Nuc,Bcl2_Nuc,DNA-1_Cyto,DNA-2_Cyto,DNA-3_Cyto,DNA-4_Cyto,MLC2v_Cyto,p53_Cyto,c-Jun_Cyto,Bax_Cyto,p-MEK_Cyto,pRb_Cyto,c-Myc_Cyto,B-tubulin_Cyto,CNX43_Cyto,p21_Cyto,p27_Cyto,Bcl2_Cyto,Dose,Drug,DNA-1_NC_Ratio,DNA-2_NC_Ratio,DNA-3_NC_Ratio,DNA-4_NC_Ratio,MLC2v_NC_Ratio,p53_NC_Ratio,c-Jun_NC_Ratio,Bax_NC_Ratio,p-MEK_NC_Ratio,pRb_NC_Ratio,c-Myc_NC_Ratio,B-tubulin_NC_Ratio,CNX43_NC_Ratio,p21_NC_Ratio,p27_NC_Ratio,Bcl2_NC_Ratio
129,129,13.524010965383868,13.227891185008698,13.396889013458695,13.538309990488743,12.514843683415382,8.143432042917025,8.237662767310027,7.585166105841777,7.553592336154977,5.200193199233121,5.834266378805878,10.718008926187515,8.808512008943945,12.340323442162633,10.753169377200056,4.460100110760328,8.965025923196713,9.018047167354283,9.123479608799425,9.364283793387237,12.158971066551821,7.039053052416563,6.48630548140729,6.158463196420152,7.3605280117397305,3.5848987296311186,4.533836049786959,9.170198210436086,8.0074083538059,7.641021463106243,6.186203474386798,3.4091411207492714,3,2,1.5085300456734798,1.4668243511626586,1.4683968823186329,1.445738968318012,1.0292683167774395,1.1568931193267993,1.2700084494822093,1.231665411307638,1.0262296840807232,1.450583012638746,1.2868278241071431,1.168787051297316,1.1000453105101455,1.6150096556784204,1.7382501920155404,1.3082767632042387
131,131,13.780570951090489,13.648601872569554,13.785094522949032,13.900179666879373,11.94319944218199,8.166567103466114,8.050699159732558,7.40679066870381,7.362476211269442,5.2566299672821675,5.782171424180678,9.401098732219744,8.59635903207673,9.869994742277884,10.998266324599662,4.608198672640556,9.902960783037372,10.036847853449887,10.112654250339288,10.2600521619014,11.028203850563694,6.840343885864392,6.588081691842259,6.064123169908527,6.499707514672738,3.854696002817,4.5609845946500585,8.44092269249309,7.165459226446716,6.388383903019856,7.161937866287278,3.743705128129418,3,2,1.3915606910909932,1.3598494339911935,1.363152954872014,1.3547864521093604,1.0829686868339423,1.1938825356927405,1.22200961316272,1.221411647022258,1.1327396186134606,1.3636950782735235,1.26774631753044,1.1137524977666937,1.1996940824600273,1.5449908603038451,1.5356550880412931,1.2309192404111944
132,132,13.809128276484714,13.698847769310715,13.82923648365059,13.926301547924213,12.214621897111929,8.056152881330911,8.251395869274818,7.388225889365074,7.550527513360343,5.254564003268872,5.808963609833999,9.353926149955054,8.874714496972256,9.001820900464589,10.476953439255462,4.265928294200179,9.379915231730696,9.46616105679994,9.534045629888334,9.751643803094458,11.610308582040437,6.882068580287312,6.5031492492008445,5.970103496185177,7.116925782896961,3.6840819672794813,4.486807279187463,8.60771163428182,7.703793775927349,5.618358436207505,6.094433020003346,3.679326471385669,3,2,1.4722018200943572,1.4471386750249995,1.45051083459232,1.4280978498727592,1.052049720367147,1.1706004942186414,1.268830769997907,1.237537321436062,1.060925425343818,1.4262885706501032,1.2946764254349634,1.086691393413006,1.1519927395647291,1.6022154874371066,1.7191022372167624,1.1594318491105764
134,134,13.571521300077565,13.247770236503436,13.428722896122267,13.57944029272718,11.550530489146302,8.002258534171496,8.144422533736448,7.655725450286548,7.3826425022443525,5.372700415938816,5.7592985353367,10.161244523433675,8.269660124578479,12.410508616080445,10.156368591069583,4.149850110259103,10.037082954347934,10.006450304021048,10.113344420619102,10.34461859516636,10.276977675252443,6.663168567133483,6.658303749083498,6.165325648842205,6.345070183929257,3.847538524268905,4.272634367120911,8.61185837381798,6.7710798081626296,8.758172909120615,6.657426115200753,3.2455948797027974,3,2,1.3521380028246712,1.3239230530310913,1.3278221662009024,1.3127057481918498,1.123922893883544,1.2009689464623725,1.2231978054256702,1.2417390234243713,1.1635241673044137,1.3963993815915636,1.3479502434507564,1.1799131014887776,1.2213207285799956,1.4170202786424038,1.5255698546739818,1.2786100126701916
136,136,13.636523778785806,13.257604458089466,13.437105639021752,13.576901663182714,11.609129788352233,7.8444034074855375,7.899112006467763,7.41919387386484,7.120266537901955,4.918162498662001,5.5285097020044365,9.20133259283852,7.9891192163716225,12.598612982701736,10.915033923974038,4.2256306296678865,9.308549935195463,9.369117202757431,9.468238978703916,9.674167443996588,11.73766456145506,6.79787253402186,6.4004861702609315,6.041728736490735,6.820022609966617,3.5050498035860764,4.356935497905572,8.3264509940702,7.416139844939399,8.181968191376393,6.531543331731558,3.096603066990744,3,2,1.4649460843762947,1.4150324060614388,1.4191768574118864,1.4034180968831598,0.9890493741382831,1.153949764169013,1.2341425004822308,1.2279918873309412,1.0440238904042003,1.4031647977241708,1.2688986799694542,1.1050725692604664,1.0772611336102584,1.5398022441568993,1.6711263126658897,1.3646019648796393
138,138,14.040234019652262,13.796048023182873,13.945922495750473,14.130207291388947,12.120693313828594,8.324536471892863,8.836017376705094,8.26874148603889,7.6243478161108085,5.502008036683508,6.191839856413433,11.221854965407408,8.57433768649447,10.206582160207498,10.789563981409447,4.993099791568585,8.893619838073985,9.057635752269377,9.125049095276877,9.378124186325632,10.711208508390042,6.460447459883219,6.4256387733134295,6.34026957546768,6.321791970799434,3.3485879163406214,4.146510638419253,9.523080162133454,6.5605449643033635,5.4639615870642615,5.80230712391464,3.1954344475245584,3,2,1.578686100292413,1.5231400776661055,1.5283120507229795,1.5067200018520113,1.1315897085127704,1.2885386846011653,1.3751189085515205,1.3041624472929385,1.206042187298779,1.643083046986615,1.493265156260134,1.1783850155991313,1.3069550979603632,1.867982048843686,1.859529968163777,1.5625730627760626
139,139,13.782075569722743,13.477224903956909,13.659067431536045,13.81468852264711,10.835279900893875,7.783255402941138,8.219883772819253,7.355694542105932,6.626694493986938,4.993154373558975,5.4286455648061835,9.655089258726813,8.307499757736897,12.807010269933231,10.660265006686732,4.538541705928057,9.586318312035276,9.741896502543508,9.834933881310524,10.060748973372236,9.861566660439099,6.353032184332031,6.4256146213866385,5.996278239560641,6.0742032497610055,3.608668858600399,4.0717872440942235,8.797398370737998,6.657238849815393,8.726415963253753,6.593935098989967,3.37030029630068,3,2,1.4376818212284737,1.3834292840658025,1.3888316481204392,1.3731272452190604,1.0987381897808335,1.2251245038764875,1.2792369690925245,1.226710010482252,1.0909569899966174,1.3836554611152494,1.3332340909216134,1.0974936966412339,1.2478896949847709,1.4676140037172807,1.616677271864509,1.3466282844023323
140,140,13.539596424371352,13.24601230669092,13.420522253916605,13.550405901862359,12.076459797146207,8.350382631522903,8.658264572897785,8.050746087255582,7.646589691658787,5.676079410637809,6.056966189127445,10.833346824351018,8.822082907729397,13.466964969270036,10.515890590174227,4.655708723190333,9.821233764031367,9.790715748597485,9.902275551155213,10.08882634018182,11.093657863175094,7.171538520696896,7.105118414176857,6.817810747030472,6.816703448066735,4.188682063711954,4.675299476358456,9.39816169119378,7.298992608522925,9.374008274936882,6.6295853407190215,3.6469947855619385,3,2,1.3786044350107893,1.352915624027631,1.3552967885599738,1.3431102335356637,1.0885913326418224,1.164378132728966,1.2185953939376903,1.1808403585802263,1.1217430463147715,1.355099127673525,1.295524750821985,1.152709134010966,1.2086713031368168,1.4366282356797593,1.5862063839174758,1.2765877104134573
141,141,13.531849273246786,13.387535774888887,13.564956527683592,13.646814295907356,12.386539864763147,8.89387481193358,8.718776085673742,8.341338215760842,8.069014976403452,6.390765122013921,6.500531378156888,9.761172657550244,9.088459508640886,12.86769781037972,9.604745736799243,5.340157716175768,9.914862692538113,9.863026382344888,9.971271995144606,10.167077248501736,11.735118703782911,7.810495391915701,7.599518249231883,7.48472652426383,7.594965537906407,4.7777598852255565,5.4669502633952645,9.269118297801166,8.184985586011358,8.527898556565871,5.899433715554207,4.456127435154769,3,2,1.364804505404881,1.3573456316463857,1.3604038215273726,1.3422553957597214,1.0555104023592232,1.1387081568653425,1.1472801037822349,1.1144479612875724,1.0624162724809043,1.337607011557094,1.1890599081689313,1.0530853468410046,1.1103818587260093,1.5088943337010634,1.6280792699603965,1.1983853231051718
143,143,13.74972747860282,13.60648897223342,13.754466186600418,13.802603928582108,12.39232522199821,8.711512190120027,8.400308798305776,7.970369279371222,7.934436981981933,5.3101022038083245,6.02495510362018,10.13037585074481,9.464928472990474,13.251824509171211,10.302915111205651,5.1567014109318245,9.551286401552254,9.811249316482787,9.874293579227224,9.983424786080915,10.756075051505865,6.52261448268112,6.272010860427085,6.007620960615838,6.3805305322121875,3.463067781803157,4.14507947360079,7.664524290615092,7.506966685398513,9.53080395066054,6.6558829990922845,3.6288812741875582,3,2,1.4395681273224352,1.3868253199288978,1.3929569823137526,1.3825520023775775,1.1521233500749204,1.3355859392350844,1.339332629556985,1.3267097461079143,1.2435387530746589,1.5333520850242932,1.4535198039004935,1.3217227145002406,1.2608192988787748,1.3904204280954477,1.547941139081132,1.4210168427420702
144,144,13.53653389885572,13.380443418357565,13.563288613676598,13.611152358415055,11.962175002532302,8.402077292315107,8.178516436323612,7.705804355046746,7.567343383209367,4.9957132781775275,5.77172885119563,9.556558976918724,9.202341315952738,13.111263677273168,10.230478348048564,5.009987090877675,9.538023986648662,9.714269940852914,9.754307809992985,9.896857368355732,10.525442101996248,6.2406413043757105,5.978190216488278,5.666048022184272,6.068605962258424,3.06468950556424,3.780365542575415,7.227632929433807,7.364524252943146,8.963072057267663,6.129052897452498,3.4798380230341834,3,2,1.4192178503434438,1.3774008237187982,1.3904921679610551,1.375300446577661,1.1365009551725684,1.3463483771169282,1.3680589175243498,1.359996301633205,1.246965683761941,1.6300878993148662,1.5267647496499974,1.3222252804234982,1.249550004845884,1.462809134357228,1.6691776884974834,1.4397184747436333
145,145,13.473366779817527,13.23528151159143,13.43682799654643,13.438756397425589,11.125555456269794,7.647486243228995,7.933686329574663,7.295929412615641,6.714116728719746,5.048574681697903,5.464001713427894,10.305538837066496,8.781531109963176,11.584010453761705,10.373643290081509,4.042040638476089,9.089362893514208,9.264503391421881,9.384506150135733,9.459752256140085,10.194089282560034,6.2819404107889465,6.290680403083991,5.9636772693054665,6.183049474016267,3.5402430679974906,4.104449009552331,9.020012645472573,6.9736437012155195,7.025219133896361,5.946447059215674,2.7178581480634083,3,2,1.4823224617240842,1.4286012916619082,1.4318098130664112,1.420624561145651,1.0913731622209062,1.217376438352517,1.2611809567825434,1.2233944063618536,1.085890830557841,1.4260531225483304,1.3312387852087968,1.1425193336329933,1.2592457381257574,1.6489180241893642,1.7445111655378587,1.4872154535939333
146,146,13.517494600385875,13.316380088308694,13.493109919787345,13.607287314848492,11.078007268302072,8.091905929640847,8.256663648393022,7.7632175507918095,7.063470585439579,5.285360610176348,5.782829668311553,10.341683014481944,8.470879632968602,12.001257617954376,10.478334918440508,4.940391281710289,9.275291177835372,9.49349677572954,9.596739405829576,9.772134109233246,9.935714897452133,6.654337466902884,6.635341144735119,6.364393260607299,6.093507011364946,3.727470685613627,4.420654971623329,8.535944479831612,6.869654256445902,8.014256895626778,6.5593591532688675,3.778264995657273,3,2,1.457366064440958,1.4026844273389856,1.4060098278370365,1.392458102063047,1.1149683120580345,1.21603479984117,1.2443465178793947,1.2197891036750663,1.1591798568977705,1.417948270009334,1.3081386594140854,1.2115452530082476,1.2330867488738964,1.4974885100705002,1.5974632084627676,1.307581995277928
147,147,13.474160910125846,13.281266228201568,13.458251975746212,13.603673809250285,11.00261499440277,7.973947047904111,8.156625792815076,7.672052583809831,6.9295065886081435,5.295329239658929,5.629415309776971,10.33745185345206,8.130222507716576,12.015656004716902,10.598960180034569,5.042726240613888,9.397486189440713,9.407200639266344,9.493567609638133,9.706896158531485,9.676628391886926,6.391105220867312,6.377828463588675,6.2038796711939,6.163163757088696,3.5696842781531117,4.1014338615718895,8.520747789997436,6.4840189599578615,7.342938979837602,5.964779186692387,3.5079411381789978,3,2,1.433804811042532,1.411819173151744,1.417617962933452,1.4014442502605617,1.1370298154290577,1.2476632401339183,1.2789032880676612,1.23665399563325,1.1243424419216546,1.4834166909569475,1.3725481136051958,1.2132094633275339,1.2538862945844027,1.636355148491598,1.7769241489578,1.437517347634747
149,149,13.702027390175259,13.390583955884349,13.609222699278849,13.692622360873449,12.18981301348917,8.66187813584574,8.721423244699977,8.215454443669412,7.973727073943912,6.172603332312804,6.287234737420416,9.923684685303698,8.942522192677746,12.628110250081185,9.8134372255721,4.916133397543519,9.319643086237551,9.41329005859683,9.524924877911985,9.691013066454984,10.462549097883034,6.634621396370759,6.539372533993085,6.376045147655264,6.4444399358827855,3.9054207892721533,4.397384593213348,8.750715795045638,6.755000614704873,8.149318287603482,5.705168646896457,3.400518840946112,3,2,1.4702309158608484,1.4225189994708805,1.4288010534170434,1.4129196057190203,1.165090161054119,1.3055572606726167,1.3336789117555419,1.2884874955269998,1.2373033426141535,1.580521963028517,1.4297668543988047,1.1340426220815165,1.3238373617925194,1.5495909969905972,1.7200959047740845,1.4457009731420059
150,150,13.809671816459154,13.454165225633444,13.72330571909269,13.821754874067556,11.709359066700287,8.106915832144818,8.549168436954346,7.8382334682291415,7.5736612110707355,5.362950321916738,5.906919821042769,9.561874620840797,8.496179221446376,12.365627292081571,9.704469948059607,4.4269773711758535,9.532236527184333,9.625736529957374,9.74637363182523,9.910028929705913,10.43494219966867,6.39406656882567,6.390502819236142,6.134817313344122,6.342519853089587,3.563131040071968,4.106857510933677,8.161045796854296,6.51631320978067,8.170035503110132,5.735124792993699,2.999384580188835,3,2,1.4487336499756691,1.39772839031706,1.4080422357584794,1.394723968225361,1.122129748555012,1.2678810495452395,1.337792765104551,1.2776637131768929,1.1941091847558714,1.5051229555139847,1.4383064923282072,1.1716482003478592,1.3038322357946242,1.5135340950935012,1.6921113835073038,1.4759619024570503
152,152,13.471297658302213,13.934943238347092,14.086469529650884,14.181169557752025,13.824225685126944,11.3007394274136,10.54518777924792,9.847747228560669,9.879743336344594,7.252779711887334,7.720234556427003,10.539965923242297,10.908212732803056,11.693572587256133,9.317592820348832,7.203807751777233,10.226557716443773,9.36557966478872,9.395425692443418,9.267454877993217,13.433310425399716,8.119669277831724,7.284518985072218,6.686049119712663,9.854545563288669,4.244465635528311,4.77239105156081,8.288821631136537,10.663192564721108,6.994198679702648,5.237415997569028,3.988343402421252,3,2,1.3172856431095152,1.4878890295213192,1.4992901855400116,1.5302118806563674,1.0291004411681044,1.3917733642510313,1.4476162119774303,1.4728798805151289,1.0025569695623302,1.708761557916248,1.6176869148017745,1.271587976226856,1.0229781246652707,1.6718959701832883,1.7790438690899555,1.8062155198080312
154,154,13.610849087418591,13.403518397639234,13.58638985280679,13.674863147001288,11.745929324135714,8.465614283994961,8.62659949698913,7.943672839966277,7.472376735379165,5.915580739589172,6.046705239243152,10.915490787785561,9.403643475597462,12.477486431463792,10.93721717697498,4.757744845636479,9.437821178966784,9.599347525415675,9.6859273108371,9.835958806595084,10.601521641914957,6.887186743345889,6.835061798910696,6.429419745954554,6.4906925376372415,4.003056374059617,4.416476991590086,9.414966627028813,7.400738717618671,8.147177929819698,6.688249064482425,3.27783009432207,3,2,1.4421600949329128,1.396294733798465,1.4026937655835654,1.39029284443853,1.1079474929048057,1.2291832063613033,1.2621099487884588,1.2355194020369418,1.1512449083128622,1.4777660334545846,1.369124134634318,1.1593764715478643,1.2706357884531916,1.5315102405944296,1.635288559311654,1.451492209397293
157,157,13.486461274428608,13.189294170721851,13.39475872880849,13.539034885508421,12.149004526476435,8.401501213030075,8.902395098834731,8.282177254759011,7.862727510004056,5.801499896330668,6.376179085523544,9.684575701898126,8.510240239911539,12.775738079104636,9.771558611081486,5.296870787605936,9.453787284372794,9.40605826008792,9.522004806586496,9.761391279406334,11.336837258224564,7.2059065364487696,7.197501676661232,7.0149523472050905,7.0135661567065215,4.296790856795932,4.830236583935778,8.319203562278267,7.349996630465657,8.196847562591831,5.5464399489600655,3.6748958721956932,3,2,1.4265670327406101,1.4022126810214512,1.4067162326512541,1.386998481873358,1.0716396689616996,1.1659187044036408,1.2368729454696512,1.1806462602784196,1.1210741204010102,1.3501936886583261,1.3200552342982959,1.1641229391009087,1.157856345761668,1.5586160388549384,1.7617712804974321,1.4413662241921261
160,160,13.578540503259113,13.270105410712755,13.448323111604983,13.541146294042234,12.10046183743416,8.612420324959023,8.577320652307789,7.9663496121300055,7.842488058520393,5.669173153033017,5.982684088123491,10.308190982514429,8.491733139752439,12.486949714225547,9.879875890075088,4.550754230243263,9.312673034848018,9.46783223102451,9.546825997312704,9.719134090990412,10.23987138079291,6.657504510459018,6.582692143556415,6.312638287897727,6.332969935021044,3.6594854228208353,4.319539512492463,8.51745344135085,6.545026329459352,8.190181835887959,5.646696000337808,2.926634434421605,3,2,1.4580712167653929,1.401599129231381,1.4086695531468256,1.393246164449445,1.181700569025817,1.2936409297851486,1.303011057672483,1.261968332226906,1.2383586435728646,1.5491722190446813,1.3850282121094335,1.2102433025896964,1.2974329990898437,1.5246242347770467,1.7496737719693132,1.5549445385865677
163,163,13.801414170122031,13.380170150429585,13.6033767962359,13.746838544829519,11.997464747776004,8.467705789869923,8.453335504519734,7.98370880856996,7.7809147619922765,5.858253835650505,6.243967960831553,10.790184388959537,8.520894928432114,9.55362180554864,10.4540522230313,5.078753272470567,10.032293706136477,10.072727944478283,10.18098432090536,10.419458260531654,10.793784277288315,7.058969885612107,6.877079138302188,6.5482574402626215,6.884098565194291,4.206987475676118,4.805211169466881,9.10261968181092,7.045673146478142,6.035444404379669,6.755953862687818,3.7887581236631593,3,2,1.3756987758123636,1.328356153782987,1.3361553625323919,1.3193429256204041,1.111516076249588,1.199566781993101,1.2292043372655868,1.219211199529408,1.1302735845957015,1.392505651495672,1.2994159342063412,1.1853933006253958,1.2093798209602409,1.5829193619306603,1.5473836020058633,1.3404796787502962
166,166,13.99213334998648,13.644797360788465,13.812213063169885,13.909539528199756,11.433143477846489,7.777717273503335,8.243331109164004,7.34524191761052,7.4025171109435055,5.946420971295598,5.6477243147836305,8.778295108231108,8.331040217139423,8.729519675501793,8.926731225662088,4.133095000112903,9.805786027799252,9.910290803554696,9.978171206982514,10.11370818864694,10.38438054707143,6.33269197071064,6.2872068843801685,6.0206967143120025,6.485288109932855,3.620014430863041,4.233420948845799,8.348750002351537,6.887626996560486,5.623903288752314,5.280579970552221,3.0874079439438287,3,2,1.4269262362363402,1.3768311779402325,1.384242941582761,1.3753154895069837,1.100994269809462,1.22818499770336,1.3111277011805667,1.2199986589840834,1.1414322672273918,1.642651178569452,1.3340804949537153,1.0514502297659631,1.2095661134523896,1.5522172461536892,1.6904831051594826,1.3386941651880713
167,167,13.621165690412006,13.398992633521841,13.592278353659065,13.596453503509762,11.2983405901618,8.0976589992374,8.322204871748141,7.892115973550327,7.27595021057609,6.267710443969943,5.677773222740344,10.469303901495838,8.483904041151675,11.320347971614714,10.094715964182344,4.187630386149781,10.098770644808877,10.235943437452995,10.326317821552909,10.392677229434467,10.696633373622443,7.0786027805492555,7.0043447897981554,6.804622994756482,6.933758720367134,4.320378383729424,4.688775556029935,9.361716600064806,7.591542981130894,7.7183631432896975,6.487908526852869,3.3444291271591324,3,2,1.3487944393918645,1.3090139385193698,1.3162754225218114,1.3082724694847117,1.0562520183241155,1.1439629048670918,1.1881489449048042,1.1598167862689597,1.0493515139492533,1.4507318311688127,1.2109287712521284,1.1183102788460146,1.1175467309134364,1.4666772943245825,1.5559276032331872,1.2521211324657047
168,168,13.728598045115032,13.384133613756257,13.563683586268938,13.630587297897913,11.822750549435995,7.893410782035098,7.984218034637506,7.490465656372216,7.281762300886131,4.877561362333255,5.637616962910715,9.272077218962222,9.159346681906243,12.28405752069494,10.774485126526963,4.368204539786411,9.688366603451524,9.925699523660487,9.961481011049056,10.123925257841103,10.4783725176308,6.4929517470728415,6.294253994109582,5.979146552475562,6.412072607212113,3.444282313317364,3.9745607838292987,7.751142722160474,8.155217340806653,8.303392348799761,6.738166495798513,2.439396267186674,3,2,1.4170188440458227,1.3484322774280737,1.3616131548335433,1.346373758275315,1.1283002708238477,1.215689117910604,1.268493143446302,1.2527650209996806,1.1356331637130583,1.4161328598048128,1.4184251467099571,1.1962206801396398,1.1231272324374704,1.4794022737550847,1.5990232852282946,1.790690835492754
169,169,13.721348621941347,13.54138942313586,13.718039058355176,13.721692354179638,11.637495451694301,8.344897424468668,8.4148955809751,7.902893836647069,7.596471864222223,6.3232681397695805,5.910404731530213,11.452105553002053,8.793161190930206,11.52967119971597,10.182777016504998,4.439710254796323,9.83054051404201,10.043370365688581,10.144111888935004,10.238578252593507,10.559332354370383,6.9525546353102445,6.889954756989187,6.63754095577521,6.792402935049572,4.17060271507686,4.5372362450546655,9.752425898533835,7.1917674392856155,7.805863097430604,6.488725834745225,3.2198594514552124,3,2,1.3957878106846395,1.3482913534083787,1.352315432691406,1.340195095027362,1.1021052336588002,1.200263480431649,1.221328133169381,1.1906357925778066,1.1183776841364288,1.5161521179926267,1.3026442557343636,1.1742827550962214,1.222670402674153,1.477052704589593,1.5693030150818228,1.3788521895854182
170,170,13.538860390586093,13.284396594462805,13.479120912857207,13.4672050270023,11.534727926168644,7.991881712198901,8.06582865578117,7.581022534214469,7.438330463545537,5.249902977342496,5.863366622083404,9.973301277020225,8.400094353150134,11.610241418364105,10.518884068236671,4.5570596386129205,9.918745312901914,10.080718308393335,10.18166399802298,10.247363116798264,10.56938959020525,6.630395012508647,6.500486184295854,6.25653460232083,6.5894131833419785,3.775226464409436,4.605410121352163,9.004299837312415,6.908514832756945,8.045334162953443,6.977036476544385,3.377945412455053,3,2,1.364977117919872,1.3178025799413566,1.323862279827198,1.314211751209033,1.0913334046138277,1.2053402093120735,1.2408039071395822,1.2116967324694932,1.128830482560969,1.3906193514045908,1.2731475520277662,1.107615412326944,1.2159045115342038,1.4431024471085467,1.5076435537637474,1.3490625460702457
171,171,14.125825679331172,13.794732354113938,13.998213566286914,14.032264896229945,13.487972302778118,9.355167716430689,9.0215777033269,8.867614679811776,9.155883345135829,6.092645448249022,6.434043057799567,6.981850961763179,9.973794662159284,7.6543476811133875,7.008717938897086,6.115322358576012,10.844924113064327,11.164321892767427,11.221927874814991,11.37062965213896,11.012917782493556,7.499535647538799,7.160865830644847,7.2411277171873625,6.929574950435977,4.169952574172904,4.581197338285789,5.62960650420097,8.066771245695238,6.298354607414958,5.201206950615255,4.0233412843701775,3,2,1.3025287712538727,1.2356086188316164,1.2473982832934305,1.234079846544848,1.224741033136466,1.247432928664173,1.25984453789361,1.2246179084459212,1.321276328003319,1.4610826717753445,1.4044457338760008,1.2402023048241697,1.2364047967124037,1.215293224694278,1.3475176060948737,1.5199611284115357
172,172,13.556782449824679,13.135676473163517,13.332368044802866,13.379666402001273,11.077613057683283,7.8512029232641325,7.940301550347835,7.415352308944326,6.977929803292367,5.3131337424853164,5.638747619794577,9.843702040069381,7.885404987586485,10.61399742327426,10.566208848771376,4.008976808134483,9.382069601513138,9.465712651198997,9.56041852714088,9.646368532591245,10.11414416686439,6.5323102066494325,6.405188619063022,6.084867544115393,6.326504423502163,3.8097429179420095,4.293580825014895,9.058146078996801,6.638386262704175,6.815395713433801,6.5441559505965055,2.4377274996666163,3,2,1.4449671581671324,1.3877113068184734,1.3945381163966697,1.3870158865273186,1.0952595568071273,1.2019029523846188,1.2396670921939805,1.218654679856693,1.102967663686481,1.3946173946444202,1.313297187033859,1.0867237019829097,1.1878496784509691,1.5573560024332922,1.6146022387819559,1.6445549425367483
173,173,13.473138773402708,13.26612889087891,13.441319634217576,13.414818387972355,13.043711005849387,8.483676674613987,8.932371538515007,7.678213250652338,7.994887343317541,5.393962384336924,6.027105512809428,10.640448982378556,9.56201542540292,12.267487408563259,10.397382735075134,4.19088279220991,9.397969442837882,9.615754975432273,9.71320896395717,9.741422162611519,12.903239837267813,7.672899904886606,7.088767280149369,6.4603425231451705,8.061484316720673,4.098109697116803,4.980762436618013,9.391002432565239,9.051853111043508,8.208951287332237,6.517250257107637,3.492564245926284,3,2,1.4336223218591628,1.3796242650497172,1.383818641614148,1.3770903430773866,1.0108865037272157,1.1056675806771603,1.260074027754906,1.18851488495292,0.9917388695695902,1.3162074182962473,1.2100768887306925,1.1330471969084581,1.0563599859720438,1.4944037282197071,1.5953634316460181,1.1999443666922214
177,177,13.434933553043802,13.115023349812837,13.34138329581499,13.45421089102375,11.112356114318061,8.418103971072071,8.418106160908295,7.947364794438872,7.120275521997273,5.233770818806991,5.9327342426329635,10.580442832397658,7.847588909746352,13.137487476872563,10.074731393514213,4.225352809836222,9.719807642525145,9.890608124075515,10.061510537534904,10.213522646385911,10.398059399443225,7.247840097011005,7.117563330757972,6.891075858372741,6.5126388766049965,4.027887067959286,4.7346750314470665,9.520199631440422,6.502356362705204,9.464477646059848,6.516462713189875,2.8187966161181746,3,2,1.3822221639721144,1.326007782867114,1.3259821421489724,1.317293881537,1.0686951946930678,1.1614638096863756,1.182723042945067,1.153283602992518,1.0933011421184518,1.2993837042851009,1.253039375084573,1.1113677487870934,1.2068838544065101,1.3880837345885457,1.5460429740696744,1.4989917277731966
178,178,13.54581877548462,13.196111581418164,13.424505081109368,13.511146797216115,11.42430700136376,7.994059562192517,8.384452424389838,8.122334237538734,7.3687463256408945,5.096784279875117,5.880483720949947,11.216767390882897,8.40204788872831,11.449643800192176,9.713136699440462,4.64317733184282,10.610138490584614,10.721097819303301,10.96027167623061,11.01150823826479,10.705783733043448,7.039854546021688,7.203335841072563,7.171937451692753,6.757506031216898,4.163646157337643,4.742034311118259,10.083627993036329,6.994913076025824,9.049093089276056,7.370027746932948,3.496650520302352,3,2,1.276686330485235,1.2308545079831852,1.2248332411524896,1.2270023783177246,1.0671154290276372,1.1355432857217287,1.1639680016837046,1.132516044966575,1.0904535329454859,1.2241156158029889,1.2400761646035456,1.1123741770947029,1.2011654465764932,1.265280806289967,1.3179240340692888,1.327892880596294
188,188,14.255216707545467,14.269610374823234,14.339989772138276,14.42234239814977,12.039586828885694,10.861431706623788,10.461127923997566,9.645932268240816,9.15234648770918,7.576689975152685,7.8445397053532835,8.45529558197843,9.986812861731854,9.718939660552216,8.167234576555007,7.361788657057525,11.82070908393766,11.66202260651489,11.324275908132696,11.954272723746483,12.314288510241544,10.761574366460538,10.057724570818188,9.777304788060736,9.226944337802497,7.495222533789903,7.41915427474291,10.12038637024426,10.244676019472166,8.89338301530485,7.488234751043503,7.448276889930023,3,2,1.2059527568372266,1.223596528345918,1.2663052267951014,1.2064592076354932,0.9776924439339402,1.0092790642672569,1.0401088089397303,0.9865635241339371,0.9919152162013493,1.0108692491777944,1.0573361079791153,0.835471618636864,0.9748295449021337,1.0928281896581586,1.0906755527952543,0.9883881555223291
190,190,13.642259791931044,13.436918725492866,13.567527282760988,13.752507748183126,12.297150663637085,8.544679492926809,8.683243240029041,8.308689187185012,7.73150973498683,5.417214045743713,6.197358513593563,11.788855250103257,9.274530837803828,13.475174731361715,10.770181374609068,5.357168909725926,10.754344387327393,10.831089682510758,10.813895628095349,11.078387224360599,13.191132159911252,8.154570359087646,7.620871226351793,7.709939794717692,8.369676024461059,4.583842287838236,5.417122921743048,11.256963898399134,9.220217968017707,10.571159562471527,7.7191302630222545,4.781319538025629,3,2,1.2685347707487113,1.2405878927574396,1.2546382681474646,1.2413817525661428,0.9322285998323149,1.0478393240429174,1.1394029609113103,1.0776594121886063,0.9237525696802198,1.1818063767413123,1.144031361872708,1.0472499828998976,1.0058906275290365,1.2747111281149968,1.3952584044607432,1.1204373326485695
