,Unnamed: 0,DNA-1_Nuc,DNA-2_Nuc,DNA-3_Nuc,DNA-4_Nuc,MLC2v_Nuc,PCNA_Nuc,Ki67_Nuc,p-STAT5_Nuc,MCM6_Nuc,Oct4a_Nuc,p-Rb_Nuc,p-Aurora_Nuc,a-ACTININ_Nuc,Mlc2a_Nuc,Cox4_Nuc,mTor_Nuc,DNA-1_Cyto,DNA-2_Cyto,DNA-3_Cyto,DNA-4_Cyto,MLC2v_Cyto,PCNA_Cyto,Ki67_Cyto,p-STAT5_Cyto,MCM6_Cyto,Oct4a_Cyto,p-Rb_Cyto,p-Aurora_Cyto,a-ACTININ_Cyto,Mlc2a_Cyto,Cox4_Cyto,mTor_Cyto,Dose,Drug,DNA-1_NC_Ratio,DNA-2_NC_Ratio,DNA-3_NC_Ratio,DNA-4_NC_Ratio,MLC2v_NC_Ratio,PCNA_NC_Ratio,Ki67_NC_Ratio,p-STAT5_NC_Ratio,MCM6_NC_Ratio,Oct4a_NC_Ratio,p-Rb_NC_Ratio,p-Aurora_NC_Ratio,a-ACTININ_NC_Ratio,Mlc2a_NC_Ratio,Cox4_NC_Ratio,mTor_NC_Ratio
0,0,13.58307145646153,13.691861269749038,13.651826195977616,13.625302208059894,12.463091792677972,12.735431404153186,9.469274337142926,7.936297676081036,9.872536756333908,6.444941571349037,6.722619233476451,6.255393589993949,12.560953602076962,13.775653117206463,13.672803172614039,12.555973947985704,9.95216578555084,10.00680371780978,9.933583138458033,9.771940474551537,13.01296441439168,9.429679244625527,8.21241692264098,6.778607278969438,9.011612669344906,5.206103221542309,5.4166426921948725,5.025319741079883,11.517120837290664,12.599582292899914,12.515801560518891,11.282923960129324,10,2,1.3648357301465235,1.3682552047444196,1.37431035767188,1.3943292269885834,0.957744246106938,1.3505688872091575,1.1530435469047962,1.1707858781999838,1.0955349634497313,1.2379588527327974,1.241104428609151,1.2447752406396606,1.0906331347507034,1.093342048725638,1.0924432691346682,1.1128297941522056
1,1,13.26290402383019,13.20958594613625,13.2629348772614,13.234967542042279,13.642009936712382,12.525649040838989,9.505364209729668,7.727397555609362,9.851979327665967,6.061464322013844,6.333870864949142,5.850910789267171,11.783912583419655,11.095253427000443,11.370290313302606,10.271868905021373,9.930512435850348,9.746992047125461,9.711909494276995,9.663198513873056,13.457438649831257,9.506192018464704,8.298199356082955,6.975261368436361,9.384925180529919,5.38008565898603,5.412612430773387,5.081214089550113,11.274586930802133,10.925201636219851,11.328304786663619,9.344788883357444,10,2,1.335570959656574,1.3552474324663024,1.3656361691876293,1.3696259600836496,1.013715186944838,1.3176305524345953,1.1454731083029244,1.1078291045230906,1.0497664220174077,1.126648292651205,1.170205874881775,1.1514788958213735,1.0451746618961308,1.0155650940314755,1.0037062497372435,1.0992082360806468
2,2,13.345152363248804,13.169171096987537,13.275211357184215,13.302431578069715,13.725431814572046,12.652079678381753,9.0189361831384,7.59129403033123,9.696355125836735,6.068873286933786,6.244304029932863,5.735803485658728,11.622922518383767,10.995777617123935,10.91451107965182,10.03671884657824,11.128188153229035,10.95865598525241,10.909740775194102,10.825951406374925,13.556037003867807,10.31379898479706,9.078957792494506,7.761951880279267,9.62006134299344,6.454918548954646,6.448339228638696,5.924302819396372,11.517344402413025,11.783375573702438,12.390121448243814,10.232493565382386,10,2,1.199220590045153,1.2017140710238485,1.2168218870395688,1.2287540446779117,1.0124958946818976,1.2267138129249378,0.9933889317774199,0.9780135393029651,1.007930696086347,0.9401936276820443,0.9683584886788118,0.9681820225123384,1.009166880166284,0.9331602432891789,0.8809042853408714,0.9808673499227527
3,3,13.558426385056826,13.424131197587451,13.420633014867663,13.418456571583347,11.665609361698218,13.752521713421931,10.106369079769859,7.463249500283606,10.189883020754435,5.994291433308716,6.304235659127477,5.668129044489165,11.656003967468244,12.15842029566796,11.733364732492838,10.692432652516365,10.5135949498563,10.585989815987233,10.47598751575712,10.455467668143793,11.173903107826519,10.45933278318431,8.381272191482639,7.015445863826616,8.774796860800775,5.400384111637108,5.6000100340372265,5.177789822428722,11.30899372433088,12.145880133086527,12.11999226235126,10.743880944687424,10,2,1.2896089729272044,1.2681035435452606,1.2810852432461808,1.283391331453047,1.0440048789690413,1.314856501700773,1.2058275699529635,1.0638311014223596,1.161267113347684,1.1099750146275367,1.1257543505832885,1.0947004878290794,1.0306844491734737,1.0010324622377322,0.9681000184249773,0.9952113866082536
4,4,14.365215626914171,14.32260311819329,14.371320526285613,14.387794429083824,12.55577037270618,9.831124872820807,8.982551496655693,7.7981647114631505,9.832184153775607,6.258089806974762,6.416880184889579,6.0015700818176585,12.05420291863043,12.560868507563354,12.981248359461484,11.660001317376745,10.361362621249349,10.301047752336418,10.194111440932485,10.149341224122518,11.7255184542342,8.840851892969098,7.958106686357291,6.74962731906404,8.513201556880164,5.0289251981949965,5.294419791420998,4.908672179233903,11.423320502091965,12.30442793515168,12.296653343448408,10.87297404807289,10,2,1.386421472929981,1.3904025554045927,1.4097668648765553,1.4176087010344605,1.0708072672191453,1.1120110360223596,1.128729715581047,1.1553474499899512,1.1549337917213383,1.2444189484506436,1.2120081968731304,1.2226463415518458,1.055227586096611,1.0208413242584864,1.055673279297397,1.0723838083144643
5,5,13.669522992925046,13.66931150746008,13.669035224099812,13.690152052714096,12.084771067384512,14.108014004220625,10.741753842244917,8.032798161314693,10.965823349000916,6.470424543295086,6.723565969672582,6.196315899689878,12.491346730020988,12.615931779483052,12.502569520691035,11.395594445668616,10.085727127227914,10.05057502514666,9.908749898872202,9.966795110075898,11.476777978861135,10.046100072905999,8.097396347607416,6.85055262579533,9.084687823814614,5.187490164672205,5.385411887924263,5.022816351997174,11.673512991547533,12.193245946712079,12.28091209564408,11.011760932201252,10,2,1.3553334152797119,1.3600526808923168,1.3794913953429786,1.3735761497569146,1.0529759388604736,1.4043274406821284,1.3265688600532495,1.1725766664528188,1.2070666116071804,1.2473131201982623,1.2484775741571166,1.2336337754467366,1.0700589221998233,1.0346655709741466,1.0180489383297169,1.0348566878477115
6,6,13.725403002447655,13.603142512682506,13.589707942306305,13.695271442811302,12.021591923061786,13.54507922874452,9.158781995918538,7.861270098584948,9.932507538251137,6.0976610714507435,6.3432653326713835,5.973690232873117,11.636058879717028,11.891834206624527,11.89993283673203,10.66001867734795,9.676136860600298,9.623795920748153,9.501746117018543,9.554279339645538,13.274503670928375,9.609340153942103,7.8840232846587055,6.61711949126772,9.287626743031787,4.771796714702688,4.910393021181356,4.618935747893993,11.471125401505061,11.125619361238256,11.061349664873335,9.741583982477355,10,2,1.4184796267542814,1.413490334240691,1.430232693543119,1.4334175248553487,0.9056151718417533,1.4095743320302625,1.1616888567212058,1.1880199698613683,1.0694344005268284,1.277854325324222,1.2918039972175797,1.2933044664232067,1.0143781427226248,1.068869410367909,1.0758120118489445,1.0942798108113245
7,7,14.032503356121044,13.94196395500031,13.956449231206696,13.982004347501965,14.224559487295751,13.817829281016444,9.781352023785418,8.027091046269213,10.466134766849931,6.78688113111238,6.9320227705790245,6.429448753809732,12.302551311633561,11.907834320135533,11.788877799941893,10.796590796771188,10.402789453072568,10.474347211388046,10.319819951865947,10.190787215712474,13.930365168998392,10.35016331082958,8.569190016666598,6.9403544114698565,9.590763075096367,5.719453396221786,5.814058553445233,5.287543163199055,11.738476234226436,11.873489932886274,11.70806880894659,10.48645359331158,10,2,1.3489173667718906,1.3310580290714593,1.352392706103676,1.372023971410577,1.0211189236411462,1.335034903899398,1.141455844106763,1.1565822968641746,1.0912723716454407,1.186631074849867,1.1922863705029803,1.2159614693187308,1.0480535178631127,1.0028925267502131,1.006901991465369,1.0295750322737725
8,8,14.159328053587586,14.203186524545073,14.15459253816597,14.101012143551312,12.55357750610512,13.187192379041807,9.695874862111618,8.462282989056172,9.943829030630964,6.759440938225317,6.970958837815143,6.555027534039499,12.82955601397732,13.909867303532007,13.812955874600814,12.559099400616471,10.507018876245665,10.686381158074894,10.579199100076307,10.486866447409383,11.688911119870042,9.921433680709344,8.26909597171985,7.122373091388912,8.605513858503478,5.329875069757048,5.555019469814919,5.244182504727523,11.651067221374245,12.879155557968135,12.824973859513678,11.520416209477869,10,2,1.3476066066274122,1.3290922637372702,1.3379644720046788,1.3446354270140197,1.0739732193501947,1.3291619743104481,1.1725435156722481,1.188126889798463,1.1555183332608359,1.268217519127223,1.2548936823163646,1.249961748686335,1.1011485703593833,1.08002945076055,1.0770357917224325,1.090160214028038
9,9,14.223367168445005,14.254048595531387,14.215307331329859,14.22675798825785,12.951791279969607,14.292469462485958,10.96869721764583,7.8215194084648125,11.054221891910633,6.533131037325116,6.6352897167458,6.1923396641968855,11.973410748829904,12.556894656312634,12.354783358765678,11.314608259554758,11.176286844287887,11.243471617297724,11.095680928966962,11.004178887092834,13.317611291843786,10.963324695655048,9.097278507710742,7.474175001738055,9.734316811865037,6.007727136802656,6.167704038427122,5.793315442809137,11.947559240556949,12.418674394784956,12.525378053756544,11.040620163859655,10,2,1.2726379849238083,1.267762225112214,1.2811568233021768,1.292850482914712,0.9725311090812343,1.303661969270171,1.2057119289410452,1.0464726082338165,1.1355929856768971,1.0874546876977642,1.0758119513202065,1.0688766605800883,1.0021637480720915,1.0111300334587823,0.9863800761734531,1.0248163682500349
