,Unnamed: 0,DNA-1_Nuc,DNA-2_Nuc,DNA-3_Nuc,DNA-4_Nuc,MLC2v_Nuc,p53_Nuc,c-Jun_Nuc,Bax_Nuc,p-MEK_Nuc,pRb_Nuc,c-Myc_Nuc,B-tubulin_Nuc,CNX43_Nuc,p21_Nuc,p27_Nuc,Bcl2_Nuc,DNA-1_Cyto,DNA-2_Cyto,DNA-3_Cyto,DNA-4_Cyto,MLC2v_Cyto,p53_Cyto,c-Jun_Cyto,Bax_Cyto,p-MEK_Cyto,pRb_Cyto,c-Myc_Cyto,B-tubulin_Cyto,CNX43_Cyto,p21_Cyto,p27_Cyto,Bcl2_Cyto,Dose,Drug,DNA-1_NC_Ratio,DNA-2_NC_Ratio,DNA-3_NC_Ratio,DNA-4_NC_Ratio,MLC2v_NC_Ratio,p53_NC_Ratio,c-Jun_NC_Ratio,Bax_NC_Ratio,p-MEK_NC_Ratio,pRb_NC_Ratio,c-Myc_NC_Ratio,B-tubulin_NC_Ratio,CNX43_NC_Ratio,p21_NC_Ratio,p27_NC_Ratio,Bcl2_NC_Ratio
6163,6163,13.548723711367812,13.293745954572588,13.464349350218557,13.732433762089315,11.813943300946924,7.9295444180030445,7.8845855343003235,7.317517774211779,6.9560684378058575,5.0290472535681845,5.240023999417528,8.981934337848324,7.8825969293051505,12.592616992355099,10.26121800067335,4.8819815429887266,9.850169602553713,10.031524962936178,10.104834845959342,10.244679909783276,11.806072127811062,7.570275192568122,7.28812720340333,6.823736972790903,7.404211979155103,4.36397809924613,4.510570046973822,9.253952102921042,7.73105032946029,8.76453483507448,6.600406155990794,4.215987073595553,3,2,1.3754812615465248,1.3251969170878257,1.332466047735812,1.3404453709652135,1.000666705492788,1.0474578818201514,1.0818397256593526,1.0723622266493837,0.9394745122626293,1.1523997461025168,1.1617210119446217,0.970605233088806,1.0196023300051962,1.436769575261559,1.5546343297919412,1.157968811992867
6164,6164,13.697855616274927,13.417052381536028,13.545699941080265,13.858359482144602,11.885935805985856,7.9446850786733725,7.8882579444222145,7.243151058553368,7.006790958770276,4.885774541386785,5.397278422010578,8.293005904854873,7.959896551834848,12.771544992658406,10.451100475779583,4.94950059878001,9.870991233531381,10.070340994132057,10.086000572862279,10.224731704487198,11.724574344970785,7.449432049066018,7.162142786948662,6.684437166899266,7.323184310829455,4.244544848928001,4.510435552519189,8.997602922578132,7.672456782640222,8.931739151527626,6.712137000003506,4.474757600202454,3,2,1.3876879527299988,1.332333472059594,1.3430199456389846,1.3553763446000995,1.0137626711441585,1.0664819849815863,1.1013823905880133,1.0835842835685259,0.9567956590152593,1.1510714847601933,1.1966202286154084,0.9216905853941189,1.037463849890297,1.4299057301146154,1.5570451669526597,1.1060935677400887
6168,6168,13.949825549294136,13.749406381342668,13.930025073254404,14.196841572513607,13.439548858505507,9.078702091636005,8.628858451790759,7.969238530730684,8.419221378432619,5.239526296119997,6.007198677819098,9.706846049650963,9.04014968309624,13.848671487224527,10.804261534232634,4.189281055585127,10.30757476899023,10.595353509486882,10.65363242690063,10.724184996339384,13.866498356743493,8.819931687993998,7.94554521224785,7.482523173465327,8.758374478915593,4.8351091580663255,5.656657361363812,9.088043056455176,9.423801948652759,11.159428743962538,7.787351732843622,4.646384551110385,3,2,1.3533567169710392,1.2976826463630218,1.3075376092459148,1.3238154300172542,0.9692099990023542,1.0293392752683397,1.085999540785395,1.0650469562181053,0.9612767070762466,1.0836417803265082,1.0619696923574617,1.0680897954985211,0.959289014386453,1.240983907417028,1.3874115238258744,0.901621682300054
6171,6171,13.864386848611975,13.668801548604124,13.76112820531706,14.05878495640309,13.5479095538775,8.858321419103618,8.731980474360572,7.889586110366332,8.518485233592193,5.378015515658153,6.044976563593153,9.867471243060294,9.162066294337718,13.765207204454935,10.608287645667987,4.841777595652679,10.337897269915631,10.582948776693831,10.571828106023622,11.103600992040395,13.718579171695778,8.398189442990379,7.579374976116314,7.604347917232407,8.738740476963766,4.492087271571873,5.318342542356024,9.171908849737665,9.268784055982119,10.326302151025905,6.9898458208336285,4.939783497043614,3,2,1.3411225210139008,1.2915872349969297,1.3016791483278316,1.2661464480289877,0.9875592351305298,1.0547894256537986,1.1520713121960957,1.0375098820094144,0.9747955390193599,1.1972197311688193,1.1366279090619142,1.0758361650467692,0.988486325606483,1.3330238649938575,1.5176711929824531,0.9801598791830471
6174,6174,13.669452957277734,13.425785730092695,13.548892517206516,13.844130625809974,12.057261451501553,8.282807722391684,8.323640154466935,7.816777828737888,7.412472733609391,5.368807883656584,5.881718787008379,10.535079272988632,7.633575228470741,12.827398670984886,9.227320490354087,4.175303668822151,9.575335491308811,9.672654721500743,9.707175712299602,9.923984065913107,11.414920510602016,7.293678226173337,7.072418829402452,6.718702127488943,7.1547314624420535,4.1816360668363055,4.726462585835593,9.345165346248859,7.386104360023313,8.539653599711931,5.530324916501106,3.903569198094078,3,2,1.4275690882773775,1.38801457476295,1.3957605094177101,1.3950174177890695,1.0562720467744773,1.1356146330487764,1.1769156147629054,1.1634356874903369,1.0360238916750855,1.2839012764012376,1.2444230077341334,1.1273293604395564,1.0335049244344345,1.5020982433546946,1.6684951842200213,1.06961179805926
6177,6177,13.756979053869907,13.44426401479768,13.574875558893313,13.935696350327849,11.238377102918827,7.641955099935343,7.975527639903418,7.200254937503514,6.548815502326398,4.693202609670687,5.300799841247493,8.778785484088163,6.6776328977703345,12.77936691842615,9.353885460856443,4.326884365409842,9.941886603221668,10.112224167761127,10.1615799561094,10.339441803741936,11.161555254439087,7.124316834847432,6.9754093315126315,6.6202651900506115,6.990420912876012,4.135927543315026,4.4861692395680075,8.935094494129501,6.975904577449156,9.607191146872935,6.012055378423066,3.4514297658138933,3,2,1.383739284394167,1.3295061295871446,1.3359020563265611,1.3478190230041622,1.006882719005417,1.0726579512236132,1.1433777232072355,1.0876082348369596,0.9368270643422631,1.134740045738082,1.1815871310637245,0.982506171575014,0.9572425803181085,1.330187639972765,1.555854840330816,1.2536498376027374
6180,6180,14.149667888610786,13.899424163991352,13.971295150905926,14.246276121527547,13.416191808413837,10.88707985669289,10.58778027221998,10.064269792641673,9.600482388888759,7.760731738851966,7.949121292368788,8.12956815729316,10.68901064201228,9.520172572185807,8.22925284848821,8.007570447513638,10.422928307740161,10.642782275229996,10.574905946409052,10.670300905441414,12.267288278324852,9.35787805324675,9.102954911878074,8.208178338276117,8.361736153592915,6.142194452481742,6.491998855927457,7.42753381425341,9.511640026967642,8.129841224063941,6.781341039496745,6.1562411270500865,3,2,1.357552068942383,1.3059953501389259,1.3211744124920746,1.335133493214098,1.0936558678676354,1.1634133074554842,1.163114656143624,1.2261270866533551,1.1481446212295963,1.2635112416078358,1.2244489669173184,1.0945178252426868,1.1237820829748104,1.1710158058199895,1.213514082326542,1.30072397787165
6185,6185,13.611010588241234,13.212254109039268,13.352920354265102,13.728123602751149,11.590908726732476,7.99930883721993,8.010385835382044,7.256282988720272,7.22687122997134,4.885144631117578,5.346463868363344,9.030522522073873,7.988842489122401,11.54725852473056,9.139058415330398,3.7603506118583896,9.918154334439599,9.941236986904975,9.97763547718936,10.203606835803024,10.77309011780711,7.1457704322216795,6.9514836883284925,6.480836572132164,6.7587685477212975,4.1126746449412535,4.436969837556852,8.49376938778383,7.1189160340023205,7.934595493852671,5.5968738055620335,3.630213200599244,3,2,1.372333009678891,1.3290352223212278,1.3382850460705085,1.3454187155252877,1.075913094570106,1.119446659124323,1.1523275022325727,1.1196522097043085,1.0692585755740758,1.1878266706865548,1.204980891036954,1.0631937494161343,1.1221992858133207,1.4553052557848476,1.6328862741640218,1.0358484210342422
6189,6189,13.86606912250495,13.678190482019314,13.767078615902332,14.043152040156471,12.745809132129159,8.718904365735135,8.498418830702013,7.980917429927615,8.098528145267041,5.669068454344562,6.235059636904758,10.337747382480488,10.532668474016381,11.284102812170975,10.719221086388481,5.089324647072907,9.6793134038793,9.88420366252743,9.84028990059507,10.004560103893363,12.52941911954142,7.841081958567332,7.37414554226638,6.96936601563393,7.948241009583009,4.521177605625488,5.116949034775223,8.976394005911162,9.637406122421542,7.255201307057084,6.598381695698688,3.884610689506528,3,2,1.432546766896469,1.383843448499092,1.3990521371804094,1.4036751135806016,1.017270554247024,1.1119516938869227,1.1524614997075442,1.1451425297544335,1.0189082257952211,1.2538920053241898,1.218511185968584,1.1516592716042593,1.0928945340916993,1.555312159456555,1.6245227361393872,1.3101247599458716
6190,6190,13.489720690543725,13.238719999715784,13.41308920389096,13.72900445155493,12.430168443977307,8.52970863204525,8.168574367343782,7.555550101854073,7.824019860873354,5.124559190300966,5.7008433710953605,9.47087445280114,8.466147661887693,13.307082175295987,10.28269904126712,4.824954606987923,9.869523721058817,10.056565429988693,10.096435288506807,10.156669464745347,11.568702870917145,7.3490216252060225,6.9622224321600665,6.420122701883353,7.292629657306522,4.07342531004717,4.493957995352464,8.41104196315878,7.418240734793541,9.611700461568788,6.602153846140893,3.313469656166883,3,2,1.3668056404546063,1.316425582061834,1.3284975162629564,1.3517230721359454,1.0744651827151532,1.1606590736907958,1.1732710994137885,1.1768544703417647,1.0728667474611753,1.258046680679564,1.268557333422125,1.126004898594554,1.1412608412907372,1.384467007529285,1.5574764358570028,1.456163812458017
6193,6193,13.710239069484992,13.41415218887182,13.613867206484516,13.895041129098045,11.929125917858766,8.334467015724368,8.31447333868409,7.599904564152216,7.490160307084388,5.447993700459398,5.8209031144704175,9.084915156204207,8.094629567746638,11.955181343189707,10.76931721981748,5.204646173348771,10.285864329542713,10.333784658863005,10.398621386320642,10.535548015757344,12.191123444550993,8.513324548060805,8.107845044243913,7.490558783818328,8.033107899780742,5.322559510873743,5.7867542666942215,8.406704416188074,8.530657400681925,8.365977402310426,7.188773001607615,5.084077080695097,3,2,1.3329204654301052,1.2980870641006503,1.309199239083127,1.3188721752599981,0.9785091564461739,0.9789908711541865,1.025484983162927,1.0145978135262894,0.9324112660417304,1.023566517073111,1.0059012092448336,1.0806749834941456,0.9488869600014143,1.4290238627572738,1.4980744582433128,1.0237150402600093
6194,6194,13.687410446981554,13.409099271228945,13.60733521051022,13.879886550817778,11.942534548070643,8.204012193431094,8.268161881093103,7.593371880161897,7.3956122038749506,5.378957751000058,5.86570081602871,9.260583512721311,8.296994361691116,11.968154761597756,10.576060617289533,4.297952353222745,10.181387099614387,10.225151445816056,10.265114856016297,10.49918553668403,12.269222114049622,8.551223123760963,8.203964787093213,7.815324912418097,8.1525632260009,5.401217049185286,5.940762044303523,9.239362027696757,8.676071746162517,8.397776302038709,7.065197828674054,5.3063183153423825,3,2,1.344356158258628,1.3113839283735695,1.3255901566980595,1.321996501759267,0.9733734084408754,0.9593963430371631,1.0078251303687806,0.9716002808912615,0.9071517753199616,0.9958788365691423,0.9873650505246565,1.00229685609904,0.9563077167222517,1.425157604959336,1.496923493687136,0.8099688141203089
6195,6195,13.941502872340223,13.616481299041205,13.805222691404323,14.088397833120773,12.16672467486578,8.208451614910281,8.17764429948732,7.569809823817332,7.593782875238977,5.43694716587855,5.846802947270149,9.448221305913973,8.732593900006634,12.495126913575675,10.983222833505517,4.6167472226608615,9.962192289338708,10.25733134746743,10.307937485604064,10.359195527641264,11.807569676294731,7.2602515845309235,7.005200478331201,6.479422612286792,7.489792450643018,4.17405276755389,4.682085096714951,8.934876276068136,8.1516354597835,8.83606002685532,7.237717412176376,3.2411145779978594,3,2,1.3994412542367884,1.3274877097933626,1.3392807931445572,1.3599895663257773,1.0304173516157267,1.1306015389879385,1.1673676327726485,1.1682846260811668,1.013884286551496,1.3025583212894432,1.2487605044539638,1.0574540725561943,1.0712689426666981,1.414106159939996,1.5174981569504067,1.4244319697925565
6196,6196,13.841119054443649,13.460202640133605,13.647445107598086,13.970107340976744,12.039455933476816,7.953055309973724,7.889696436247809,7.243427899884093,7.307775190542394,5.306682143598586,5.459433730470878,8.814652764811735,8.818648218558426,12.443126335944536,10.9748821641895,3.621439669241433,9.540913956141841,9.70743717831913,9.74767074606752,9.874466984644274,11.323396821690284,6.6082016233754075,6.280419543097595,5.718492839434393,6.839304335627035,3.5389302452668505,4.018673204196381,8.006632022551585,7.559343967907128,8.399645296745309,6.784644283542645,1.8830009765823088,3,2,1.4507120720372502,1.3865866338229835,1.400072434032904,1.4147707782811545,1.0632371295524061,1.2035128107836663,1.2562371641109338,1.2666673026035526,1.0684968575641558,1.4995158920399798,1.3585164687613875,1.1009189307044793,1.1665890923865379,1.4813871177115054,1.6176061272380955,1.9232277169682788
6201,6201,13.677750891061619,13.435224440234844,13.693289381911779,13.910349598143195,13.98944774293279,10.295029065515367,10.221857605136805,9.501136257855276,9.663441144060114,6.972222874579034,7.668828034822817,10.249090625633084,10.563034965027976,12.703604776885117,9.150760782731354,7.25444367954838,10.44180480254218,10.481067375999126,10.32614809041574,10.449797535809244,13.201828928392427,8.827934784528757,7.5444049103148965,7.116851990941564,8.389131910086327,5.136481922123603,5.161661893070803,8.517934696592272,9.185876824794347,10.548765866150882,6.308585054350088,4.152313574329602,3,2,1.309902947786537,1.2818565092903151,1.3260791208893532,1.3311597234755383,1.0596598258326522,1.1661877117123407,1.3548924967112024,1.335019510023317,1.1519000115425142,1.357392662972027,1.4857284715059935,1.2032365814841697,1.1499212504696807,1.204274029595133,1.4505250708193975,1.7470847395526052
