,Unnamed: 0,DNA-1_Nuc,DNA-2_Nuc,DNA-3_Nuc,DNA-4_Nuc,MLC2v_Nuc,p53_Nuc,c-Jun_Nuc,Bax_Nuc,p-MEK_Nuc,pRb_Nuc,c-Myc_Nuc,B-tubulin_Nuc,CNX43_Nuc,p21_Nuc,p27_Nuc,Bcl2_Nuc,DNA-1_Cyto,DNA-2_Cyto,DNA-3_Cyto,DNA-4_Cyto,MLC2v_Cyto,p53_Cyto,c-Jun_Cyto,Bax_Cyto,p-MEK_Cyto,pRb_Cyto,c-Myc_Cyto,B-tubulin_Cyto,CNX43_Cyto,p21_Cyto,p27_Cyto,Bcl2_Cyto,Dose,Drug
5946,5946,12.689034612619537,11.683782907690802,11.774526079017846,12.417822889719016,9.92747279436426,11.588953545139454,9.795575889488694,11.520150608260655,10.494839309841305,8.21521640316198,11.673187822617454,10.69939059096458,11.9727609723209,13.487562498048913,12.336641115402387,10.646543535143207,12.913931216649532,12.775084428793805,12.805410627690508,12.77947456597682,9.893743281005694,11.399021975375321,11.52415026959374,11.15611564807924,9.53647608131202,11.020888229003775,11.337934261481399,11.275891133042805,10.64539787731875,13.565848487091953,13.524576985061323,10.38507115310993,3.0,11
5947,5947,12.780534062447119,12.031452316463493,12.079199297136311,12.563919612324385,9.53504896876826,10.404075118413461,9.697157365846373,11.015965745085097,9.597337931918636,11.628942425602412,11.145959516061144,11.890602811966426,10.743526634596334,8.951461068776007,11.512229501919544,10.647748314189137,10.925307232694044,11.444977680809767,11.373814863900757,10.948498460156104,9.455274317594338,9.588595717290382,10.101422904504783,6.6716981169239675,7.858465479827207,11.845205058760305,10.373312015980279,11.950754034493565,8.667867361100631,7.5100460371022715,10.916349906015997,8.177509801510341,3.0,11
5948,5948,12.743488637676116,11.848308828669527,11.939068356296264,12.48361007256732,11.063549539778569,11.057305154321606,9.321087086586203,11.475395306192189,10.401637758840536,12.072594464261176,11.616255520407321,11.657044694911821,11.760326961441743,9.529146833186408,11.564348438025606,10.395431880334,10.233603682233182,10.804036137196887,10.775779121074068,10.041830677564224,12.792649241064208,11.907028255945027,10.81439783930263,10.341581703499893,11.772348999309466,11.801951206756087,11.319223125471222,11.977183595370311,12.154704433373213,7.258520379974784,10.563179569133789,9.793382328149383,3.0,11
5949,5949,12.738969755935777,11.964953516294182,11.994054550921982,12.518527843856278,9.533237375351053,10.242452364140217,9.793587189532204,10.89888054979634,9.230024768922544,11.425297243286115,11.081671367339425,12.326310692732713,10.345475338125175,8.843542197693685,11.33389898746884,9.746883495092852,10.592942573965392,11.191170646977813,11.01313167402247,10.518049297706936,9.435012202740193,9.66873340405349,10.398399615153268,7.097339401684559,6.775880684570391,11.275806967307014,10.599431867083856,12.286686361413548,7.785384000480772,6.762290629913138,10.141858931227944,8.784696266054704,3.0,11
5950,5950,13.067182629965394,12.628776541444982,12.664568971591446,12.937025573172484,10.220737492946368,11.50218374158857,10.725977649801433,12.263204958102891,10.843543395736878,8.769577861815128,12.094960428555353,12.303375362079894,12.038273635060305,9.628869892106627,13.435540928899385,11.439276311140167,12.138257880710892,12.348373062524448,12.273012553499033,12.14023732167859,10.269366561811095,11.495257503833106,11.830327117186155,11.80584215536216,10.214269269248682,11.45807217409828,11.723716286324892,12.570070586688988,11.099356874265746,8.13322469539947,12.546707850824662,10.828044428799796,3.0,11
5951,5951,12.627805522704547,11.643131652698704,11.701813315691648,12.341734285923918,11.660027484034787,10.953255322060388,9.663607016006102,11.102483727306485,10.048478629432527,8.553272545058805,11.381776217782367,9.336338527614279,11.3204237264564,6.879882050609739,12.065049259563635,9.12086538534934,12.10611438737582,12.134665031636073,12.119552620235146,11.931074581699562,11.819617979379986,11.423450848332925,11.236195054975138,11.227897067039663,10.26035046624067,11.123381796917329,11.74581977672976,10.225145370682515,11.053061089496612,7.141961870873383,12.082470548775664,9.872427096173064,3.0,11
5952,5952,12.862542585586796,12.03856231072116,12.14782710316762,12.611426110219707,11.812329736112394,11.815029818749414,10.067468001054324,11.96713051177984,11.326010365559355,12.247149122208233,11.97725086081836,12.58383109550338,12.00446647886526,8.628269512769071,10.957066289614975,11.362521206334113,11.871300341431539,11.991827223620264,11.984473329339252,11.84145391370498,11.630316637067148,11.584557880826942,11.456661979778454,11.415166007377627,10.70036028005888,12.54789142109669,11.86564820613691,12.6607476170767,10.788457341067225,9.368851802506098,10.968346181651645,10.485618370958962,3.0,11
5953,5953,12.658871805704674,11.615187608803573,11.718705744350311,12.343007473829072,11.818601546064006,11.329216443556328,9.604264351152985,11.268477207098947,10.377752849539688,8.110664491457078,11.376349418582635,10.157086065591194,11.62931414569491,10.995874680151823,11.015468766473184,10.178534261724824,10.828458422017247,11.02990890343097,11.071266141184473,10.448431433707238,12.309910042853256,11.461882439810742,10.814147200287307,10.527393816828873,10.91606012899675,10.657317085572243,11.169316078414557,11.408393310534226,11.237619230223984,8.807233520159881,10.385863825594267,9.227645897309454,3.0,11
5954,5954,12.919661233407268,12.512520572218962,12.476370783496455,12.878526939899077,11.015166433469057,12.458693840054705,10.221430551700085,12.847141144419869,10.014769153539856,9.75139033994246,12.715323058730053,13.113347720889866,12.520738277075472,12.300667882008026,12.292213402983576,12.110911291090064,11.706880170532722,12.067298251367,11.786288983607587,11.819477399489605,12.114611052567327,12.201017511317884,11.668279728352733,11.749565581510234,10.812591946811377,11.671309988796267,11.992659563134305,12.53541910458994,12.089345934339805,10.0709528663436,11.439509685610108,11.19713216857858,3.0,11
5955,5955,12.758918746966806,11.872109245297999,11.934228630006649,12.479520711713677,11.21084170100358,11.193518566508162,10.250020138723835,11.582607859920115,10.680527254867613,8.005560321665492,11.954228761051553,11.977981417025983,10.953498865306695,10.535779334628373,10.897111243577767,10.429983105798973,11.283076508120198,11.499015075844634,11.479284564451584,11.148073402110192,11.17089658680584,10.93065554733983,11.043268966118989,10.542110103561846,9.925591060086699,10.751893006402717,11.512134301929569,12.016936341588039,11.140227957059142,8.38449250418815,10.282772975908383,8.43266881794925,3.0,11
